PAIS,ANO,DEWEY PRINCIPAL,TIPO_AGENTE,IDIOMA DE ORIGEN,IDIOMA PUBLICACION,EDITORIAL,CANTIDAD
Argentina,2020,900 - Geografía e historia,TODOS,INGLÉS,ESPAÑOL,"VIKTORIN, ALEJANDRO",3
Argentina,2020,900 - Geografía e historia,TODOS,INGLÉS,ESPAÑOL,"MUNOZ, PABLO",2
Argentina,2020,900 - Geografía e historia,TODOS,INGLÉS,ESPAÑOL,ANDREA ROBLES Y ALICIA ROJO S. H.,1
Argentina,2020,900 - Geografía e historia,TODOS,INGLÉS,ESPAÑOL,CATAPULTA CHILDREN ENTERTAINMENT S.A.,1
Argentina,2020,900 - Geografía e historia,TODOS,INGLÉS,ESPAÑOL,EDITORIAL DUNKEN,1
Argentina,2020,900 - Geografía e historia,TODOS,ITALIANO,ESPAÑOL,"CELLINO, REGINA",1
Argentina,2020,900 - Geografía e historia,TODOS,ITALIANO,ESPAÑOL,ESPERLUETTE S.R.L.,1
Argentina,2020,900 - Geografía e historia,TODOS,JAPONÉS,ESPAÑOL,"VIKTORIN, ALEJANDRO",2
Argentina,2020,900 - Geografía e historia,TODOS,LATÍN,ESPAÑOL,UNIVERSIDAD NACIONAL DE MAR DEL PLATA,5
Argentina,2020,900 - Geografía e historia,TODOS,NEERLANDÉS,ESPAÑOL,V & R EDITORAS S.A.,1
Argentina,2020,900 - Geografía e historia,TODOS,PORTUGUÉS,ESPAÑOL,LEANDRO EZEQUIEL WAISBERG,1
Argentina,2020,900 - Geografía e historia,TODOS,SERBOCROATA,ESPAÑOL,"SMAJIC, ADRIANA IVANA",1
Argentina,2020,SIN IDENTIFICAR,AMBAS,ALEMÁN,ESPAÑOL,EDITORIAL BARENHAUS S.R.L.,1
Argentina,2020,SIN IDENTIFICAR,AMBAS,ALEMÁN,ESPAÑOL,ETERNA CADENCIA S.R.L.,1
Argentina,2020,SIN IDENTIFICAR,AMBAS,ALEMÁN,ESPAÑOL,V & R EDITORAS S.A.,1
Argentina,2020,SIN IDENTIFICAR,AMBAS,BÚLGARO,ESPAÑOL,"RODRIGUEZ, IGNACIO DANIEL",1
Argentina,2020,SIN IDENTIFICAR,AMBAS,CHECO,ESPAÑOL,"TELESCA, ANDRES CARLOS",2
Argentina,2020,SIN IDENTIFICAR,AMBAS,ESPAÑOL,INGLÉS,HOJAS DEL SUR S.A.,1
Argentina,2020,SIN IDENTIFICAR,AMBAS,FRANCÉS,ESPAÑOL,"RODRIGUEZ, IGNACIO DANIEL",4
Argentina,2020,SIN IDENTIFICAR,AMBAS,FRANCÉS,ESPAÑOL,UNIVERSIDAD NACIONAL DE GRAL. SAN MARTIN,2
Argentina,2020,SIN IDENTIFICAR,AMBAS,FRANCÉS,ESPAÑOL,CAPITAL INTELECTUAL S.A.,1
Argentina,2020,SIN IDENTIFICAR,AMBAS,FRANCÉS,ESPAÑOL,ETERNA CADENCIA S.R.L.,1
Argentina,2020,SIN IDENTIFICAR,AMBAS,FRANCÉS,ESPAÑOL,GRUPO ILHSA S.A.,1
Argentina,2020,SIN IDENTIFICAR,AMBAS,INGLÉS,ESPAÑOL,ASOCIACION CASA EDITORA SUDAMERICANA,18
Argentina,2020,SIN IDENTIFICAR,AMBAS,INGLÉS,ESPAÑOL,GRUPO PLANETA,8
Argentina,2020,SIN IDENTIFICAR,AMBAS,INGLÉS,ESPAÑOL,EDICIONES JOURNAL S.A.,2
Argentina,2020,SIN IDENTIFICAR,AMBAS,INGLÉS,ESPAÑOL,VERASOFT S.A.,2
Argentina,2020,SIN IDENTIFICAR,AMBAS,INGLÉS,ESPAÑOL,"ALONSO, MARIANA",1
Argentina,2020,SIN IDENTIFICAR,AMBAS,INGLÉS,INGLÉS,ANEJO PRODUCCIONES S.A.,1
Argentina,2020,SIN IDENTIFICAR,AMBAS,INGLÉS,INGLÉS,V & R EDITORAS S.A.,1
Argentina,2020,SIN IDENTIFICAR,AMBAS,INGLÉS,MULTILINGÜE,"MARTINEZ, ANALIA N.",1
Argentina,2020,SIN IDENTIFICAR,AMBAS,INGLÉS,MULTILINGÜE,"RODRIGUEZ, IGNACIO DANIEL",1
Argentina,2020,SIN IDENTIFICAR,AMBAS,ITALIANO,ESPAÑOL,"MARTINEZ, IRMA ANGELICA",3
Argentina,2020,SIN IDENTIFICAR,AMBAS,ITALIANO,ESPAÑOL,ADRIANA HIDALGO EDITORA S.A.,1
Argentina,2020,SIN IDENTIFICAR,AMBAS,ITALIANO,ESPAÑOL,UNIVERSIDAD NACIONAL DE MAR DEL PLATA,1
Argentina,2020,SIN IDENTIFICAR,AMBAS,JAPONÉS,ESPAÑOL,"ALONSO, MARIANA",1
Argentina,2020,SIN IDENTIFICAR,AMBAS,LENGUA NO DETERMINADA,ESPAÑOL,ASOCIACION CASA EDITORA SUDAMERICANA,24
Argentina,2020,SIN IDENTIFICAR,AMBAS,LENGUA NO DETERMINADA,ESPAÑOL,THE BHAKTIVEDANTA BOOK TRUST ARGENTINA,5
Argentina,2020,SIN IDENTIFICAR,AMBAS,LENGUA NO DETERMINADA,ESPAÑOL,ONE MINETTA MEDIA S.A.,2
Argentina,2020,SIN IDENTIFICAR,AMBAS,LENGUA NO DETERMINADA,ESPAÑOL,GRUPO ILHSA S.A.,1
Argentina,2020,SIN IDENTIFICAR,AMBAS,LENGUA NO DETERMINADA,ESPAÑOL,LIBRONET S.R.L.,1
Argentina,2020,SIN IDENTIFICAR,AMBAS,PORTUGUÉS,ESPAÑOL,PEARSON,5
Argentina,2020,SIN IDENTIFICAR,AMBAS,PORTUGUÉS,ESPAÑOL,"MARTINEZ, IRMA ANGELICA",3
Argentina,2020,SIN IDENTIFICAR,AMBAS,PORTUGUÉS,ESPAÑOL,GRUPO ILHSA S.A.,2
Argentina,2020,SIN IDENTIFICAR,AMBAS,PORTUGUÉS,ESPAÑOL,ASOCIACION CASA EDITORA SUDAMERICANA,1
Argentina,2020,SIN IDENTIFICAR,AMBAS,RUSO,ESPAÑOL,EDITORIAL BARENHAUS S.R.L.,1
Argentina,2020,SIN IDENTIFICAR,AMBAS,RUSO,ESPAÑOL,"RODRIGUEZ, IGNACIO DANIEL",1
Argentina,2020,SIN IDENTIFICAR,AMBAS,SUECO,ESPAÑOL,GRUPO PLANETA,2
Argentina,2020,SIN IDENTIFICAR,AMBAS,SUECO,ESPAÑOL,ADRIANA HIDALGO EDITORA S.A.,1
Argentina,2020,SIN IDENTIFICAR,AUTOR-EDITOR,COREANO,ESPAÑOL,"BRAESSAS, HECTOR NICOLAS",1
Argentina,2020,SIN IDENTIFICAR,AUTOR-EDITOR,FRANCÉS,MULTILINGÜE,"GRINBERG, PATRICIO GABRIEL",1
Argentina,2020,SIN IDENTIFICAR,AUTOR-EDITOR,INGLÉS,ESPAÑOL,"ARCE, CLAUDIA GRACIELA",1
Argentina,2020,SIN IDENTIFICAR,AUTOR-EDITOR,INGLÉS,ESPAÑOL,"REYES, ADRIAN ALBERTO",1
Argentina,2020,SIN IDENTIFICAR,AUTOR-EDITOR,ITALIANO,MULTILINGÜE,"GIOBELLINA, MARIA VICTORIA",1
Argentina,2020,SIN IDENTIFICAR,AUTOR-EDITOR,SÁNSCRITO,ESPAÑOL,"RUSSO, ALEJANDRO",1
Argentina,2020,SIN IDENTIFICAR,EDITORIAL COMERCIAL,ALEMÁN,ESPAÑOL,EDITORIAL BARENHAUS S.R.L.,1
Argentina,2020,SIN IDENTIFICAR,EDITORIAL COMERCIAL,ALEMÁN,ESPAÑOL,ETERNA CADENCIA S.R.L.,1
Argentina,2020,SIN IDENTIFICAR,EDITORIAL COMERCIAL,ALEMÁN,ESPAÑOL,V & R EDITORAS S.A.,1
Argentina,2020,SIN IDENTIFICAR,EDITORIAL COMERCIAL,BÚLGARO,ESPAÑOL,"RODRIGUEZ, IGNACIO DANIEL",1
Argentina,2020,SIN IDENTIFICAR,EDITORIAL COMERCIAL,CHECO,ESPAÑOL,"TELESCA, ANDRES CARLOS",2
Argentina,2020,SIN IDENTIFICAR,EDITORIAL COMERCIAL,ESPAÑOL,INGLÉS,HOJAS DEL SUR S.A.,1
Argentina,2020,SIN IDENTIFICAR,EDITORIAL COMERCIAL,FRANCÉS,ESPAÑOL,"RODRIGUEZ, IGNACIO DANIEL",4
Argentina,2020,SIN IDENTIFICAR,EDITORIAL COMERCIAL,FRANCÉS,ESPAÑOL,CAPITAL INTELECTUAL S.A.,1
Argentina,2020,SIN IDENTIFICAR,EDITORIAL COMERCIAL,FRANCÉS,ESPAÑOL,ETERNA CADENCIA S.R.L.,1
Argentina,2020,SIN IDENTIFICAR,EDITORIAL COMERCIAL,FRANCÉS,ESPAÑOL,GRUPO ILHSA S.A.,1
Argentina,2020,SIN IDENTIFICAR,EDITORIAL COMERCIAL,FRANCÉS,ESPAÑOL,GRUPO PLANETA,1
Argentina,2020,SIN IDENTIFICAR,EDITORIAL COMERCIAL,INGLÉS,ESPAÑOL,ASOCIACION CASA EDITORA SUDAMERICANA,18
Argentina,2020,SIN IDENTIFICAR,EDITORIAL COMERCIAL,INGLÉS,ESPAÑOL,GRUPO PLANETA,8
Argentina,2020,SIN IDENTIFICAR,EDITORIAL COMERCIAL,INGLÉS,ESPAÑOL,EDICIONES JOURNAL S.A.,2
Argentina,2020,SIN IDENTIFICAR,EDITORIAL COMERCIAL,INGLÉS,ESPAÑOL,VERASOFT S.A.,2
Argentina,2020,SIN IDENTIFICAR,EDITORIAL COMERCIAL,INGLÉS,ESPAÑOL,"ALONSO, MARIANA",1
Argentina,2020,SIN IDENTIFICAR,EDITORIAL COMERCIAL,INGLÉS,INGLÉS,ANEJO PRODUCCIONES S.A.,1
Argentina,2020,SIN IDENTIFICAR,EDITORIAL COMERCIAL,INGLÉS,INGLÉS,V & R EDITORAS S.A.,1
Argentina,2020,SIN IDENTIFICAR,EDITORIAL COMERCIAL,INGLÉS,MULTILINGÜE,"MARTINEZ, ANALIA N.",1
Argentina,2020,SIN IDENTIFICAR,EDITORIAL COMERCIAL,INGLÉS,MULTILINGÜE,"RODRIGUEZ, IGNACIO DANIEL",1
Argentina,2020,SIN IDENTIFICAR,EDITORIAL COMERCIAL,ITALIANO,ESPAÑOL,"MARTINEZ, IRMA ANGELICA",3
Argentina,2020,SIN IDENTIFICAR,EDITORIAL COMERCIAL,ITALIANO,ESPAÑOL,ADRIANA HIDALGO EDITORA S.A.,1
Argentina,2020,SIN IDENTIFICAR,EDITORIAL COMERCIAL,JAPONÉS,ESPAÑOL,"ALONSO, MARIANA",1
Argentina,2020,SIN IDENTIFICAR,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,ESPAÑOL,ASOCIACION CASA EDITORA SUDAMERICANA,24
Argentina,2020,SIN IDENTIFICAR,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,ESPAÑOL,THE BHAKTIVEDANTA BOOK TRUST ARGENTINA,5
Argentina,2020,SIN IDENTIFICAR,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,ESPAÑOL,ONE MINETTA MEDIA S.A.,2
Argentina,2020,SIN IDENTIFICAR,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,ESPAÑOL,GRUPO ILHSA S.A.,1
Argentina,2020,SIN IDENTIFICAR,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,ESPAÑOL,LIBRONET S.R.L.,1
Argentina,2020,SIN IDENTIFICAR,EDITORIAL COMERCIAL,PORTUGUÉS,ESPAÑOL,PEARSON,5
Argentina,2020,SIN IDENTIFICAR,EDITORIAL COMERCIAL,PORTUGUÉS,ESPAÑOL,"MARTINEZ, IRMA ANGELICA",3
Argentina,2020,SIN IDENTIFICAR,EDITORIAL COMERCIAL,PORTUGUÉS,ESPAÑOL,GRUPO ILHSA S.A.,2
Argentina,2020,SIN IDENTIFICAR,EDITORIAL COMERCIAL,PORTUGUÉS,ESPAÑOL,ASOCIACION CASA EDITORA SUDAMERICANA,1
Argentina,2020,SIN IDENTIFICAR,EDITORIAL COMERCIAL,RUSO,ESPAÑOL,EDITORIAL BARENHAUS S.R.L.,1
Argentina,2020,SIN IDENTIFICAR,EDITORIAL COMERCIAL,RUSO,ESPAÑOL,"RODRIGUEZ, IGNACIO DANIEL",1
Argentina,2020,SIN IDENTIFICAR,EDITORIAL COMERCIAL,SUECO,ESPAÑOL,GRUPO PLANETA,2
Argentina,2020,SIN IDENTIFICAR,EDITORIAL COMERCIAL,SUECO,ESPAÑOL,ADRIANA HIDALGO EDITORA S.A.,1
Argentina,2020,SIN IDENTIFICAR,EDITORIAL UNIVERSITARIA,FRANCÉS,ESPAÑOL,UNIVERSIDAD NACIONAL DE GRAL. SAN MARTIN,2
Argentina,2020,SIN IDENTIFICAR,EDITORIAL UNIVERSITARIA,ITALIANO,ESPAÑOL,UNIVERSIDAD NACIONAL DE MAR DEL PLATA,1
Argentina,2020,SIN IDENTIFICAR,EDITORIAL UNIVERSITARIA,LENGUA NO DETERMINADA,ESPAÑOL,UNIVERSIDAD NACIONAL DE VILLA MARIA,1
Argentina,2020,SIN IDENTIFICAR,ENTIDAD PRIVADA NO EDITORIAL,INGLÉS,ESPAÑOL,ASOCIACION CIVIL CENTRO DE ESTUDIOS E INVESTIGACION EN CIENCIAS SOCIALES - CEICS,1
Argentina,2020,SIN IDENTIFICAR,ENTIDAD PRIVADA NO EDITORIAL,INGLÉS,ESPAÑOL,FUNDACION KAIROS,1
Argentina,2020,SIN IDENTIFICAR,TODOS,ALEMÁN,ESPAÑOL,EDITORIAL BARENHAUS S.R.L.,1
Argentina,2020,SIN IDENTIFICAR,TODOS,ALEMÁN,ESPAÑOL,ETERNA CADENCIA S.R.L.,1
Argentina,2020,SIN IDENTIFICAR,TODOS,ALEMÁN,ESPAÑOL,V & R EDITORAS S.A.,1
Argentina,2020,SIN IDENTIFICAR,TODOS,BÚLGARO,ESPAÑOL,"RODRIGUEZ, IGNACIO DANIEL",1
Argentina,2020,SIN IDENTIFICAR,TODOS,CHECO,ESPAÑOL,"TELESCA, ANDRES CARLOS",2
Argentina,2020,SIN IDENTIFICAR,TODOS,COREANO,ESPAÑOL,"BRAESSAS, HECTOR NICOLAS",1
Argentina,2020,SIN IDENTIFICAR,TODOS,ESPAÑOL,INGLÉS,HOJAS DEL SUR S.A.,1
Argentina,2020,SIN IDENTIFICAR,TODOS,FRANCÉS,ESPAÑOL,"RODRIGUEZ, IGNACIO DANIEL",4
Argentina,2020,SIN IDENTIFICAR,TODOS,FRANCÉS,ESPAÑOL,UNIVERSIDAD NACIONAL DE GRAL. SAN MARTIN,2
Argentina,2020,SIN IDENTIFICAR,TODOS,FRANCÉS,ESPAÑOL,CAPITAL INTELECTUAL S.A.,1
Argentina,2020,SIN IDENTIFICAR,TODOS,FRANCÉS,ESPAÑOL,ETERNA CADENCIA S.R.L.,1
Argentina,2020,SIN IDENTIFICAR,TODOS,FRANCÉS,ESPAÑOL,GRUPO ILHSA S.A.,1
Argentina,2020,SIN IDENTIFICAR,TODOS,FRANCÉS,MULTILINGÜE,"GRINBERG, PATRICIO GABRIEL",1
Argentina,2020,SIN IDENTIFICAR,TODOS,INGLÉS,ESPAÑOL,ASOCIACION CASA EDITORA SUDAMERICANA,18
Argentina,2020,SIN IDENTIFICAR,TODOS,INGLÉS,ESPAÑOL,GRUPO PLANETA,8
Argentina,2020,SIN IDENTIFICAR,TODOS,INGLÉS,ESPAÑOL,EDICIONES JOURNAL S.A.,2
Argentina,2020,SIN IDENTIFICAR,TODOS,INGLÉS,ESPAÑOL,VERASOFT S.A.,2
Argentina,2020,SIN IDENTIFICAR,TODOS,INGLÉS,ESPAÑOL,"ALONSO, MARIANA",1
Argentina,2020,SIN IDENTIFICAR,TODOS,INGLÉS,INGLÉS,ANEJO PRODUCCIONES S.A.,1
Argentina,2020,SIN IDENTIFICAR,TODOS,INGLÉS,INGLÉS,V & R EDITORAS S.A.,1
Argentina,2020,SIN IDENTIFICAR,TODOS,INGLÉS,MULTILINGÜE,"MARTINEZ, ANALIA N.",1
Argentina,2020,SIN IDENTIFICAR,TODOS,INGLÉS,MULTILINGÜE,"RODRIGUEZ, IGNACIO DANIEL",1
Argentina,2020,SIN IDENTIFICAR,TODOS,ITALIANO,ESPAÑOL,"MARTINEZ, IRMA ANGELICA",3
Argentina,2020,SIN IDENTIFICAR,TODOS,ITALIANO,ESPAÑOL,ADRIANA HIDALGO EDITORA S.A.,1
Argentina,2020,SIN IDENTIFICAR,TODOS,ITALIANO,ESPAÑOL,UNIVERSIDAD NACIONAL DE MAR DEL PLATA,1
Argentina,2020,SIN IDENTIFICAR,TODOS,ITALIANO,MULTILINGÜE,"GIOBELLINA, MARIA VICTORIA",1
Argentina,2020,SIN IDENTIFICAR,TODOS,JAPONÉS,ESPAÑOL,"ALONSO, MARIANA",1
Argentina,2020,SIN IDENTIFICAR,TODOS,LENGUA NO DETERMINADA,ESPAÑOL,ASOCIACION CASA EDITORA SUDAMERICANA,24
Argentina,2020,SIN IDENTIFICAR,TODOS,LENGUA NO DETERMINADA,ESPAÑOL,THE BHAKTIVEDANTA BOOK TRUST ARGENTINA,5
Argentina,2020,SIN IDENTIFICAR,TODOS,LENGUA NO DETERMINADA,ESPAÑOL,ONE MINETTA MEDIA S.A.,2
Argentina,2020,SIN IDENTIFICAR,TODOS,LENGUA NO DETERMINADA,ESPAÑOL,GRUPO ILHSA S.A.,1
Argentina,2020,SIN IDENTIFICAR,TODOS,LENGUA NO DETERMINADA,ESPAÑOL,LIBRONET S.R.L.,1
Argentina,2020,SIN IDENTIFICAR,TODOS,PORTUGUÉS,ESPAÑOL,PEARSON,5
Argentina,2020,SIN IDENTIFICAR,TODOS,PORTUGUÉS,ESPAÑOL,"MARTINEZ, IRMA ANGELICA",3
Argentina,2020,SIN IDENTIFICAR,TODOS,PORTUGUÉS,ESPAÑOL,GRUPO ILHSA S.A.,2
Argentina,2020,SIN IDENTIFICAR,TODOS,PORTUGUÉS,ESPAÑOL,ASOCIACION CASA EDITORA SUDAMERICANA,1
Argentina,2020,SIN IDENTIFICAR,TODOS,RUSO,ESPAÑOL,EDITORIAL BARENHAUS S.R.L.,1
Argentina,2020,SIN IDENTIFICAR,TODOS,RUSO,ESPAÑOL,"RODRIGUEZ, IGNACIO DANIEL",1
Argentina,2020,SIN IDENTIFICAR,TODOS,SUECO,ESPAÑOL,GRUPO PLANETA,2
Argentina,2020,SIN IDENTIFICAR,TODOS,SUECO,ESPAÑOL,ADRIANA HIDALGO EDITORA S.A.,1
Argentina,2020,SIN IDENTIFICAR,TODOS,SÁNSCRITO,ESPAÑOL,"RUSSO, ALEJANDRO",1
Bolivia,2010,000 - Generalidades,AMBAS,AYMARA,ESPAÑOL,GRUPO EDITORIAL KIPUS,1
Bolivia,2010,000 - Generalidades,AMBAS,INGLÉS,ESPAÑOL,GRUPO EDITORIAL KIPUS,6
Bolivia,2010,000 - Generalidades,AMBAS,PORTUGUÉS,ESPAÑOL,BETH SHALOM,4
Bolivia,2010,000 - Generalidades,AMBAS,QUECHUA,ESPAÑOL,GRUPO EDITORIAL KIPUS,2
Bolivia,2010,000 - Generalidades,AUTOR-EDITOR,GUARANÍ,ESPAÑOL,"CAMPOS BACARREZA, MIRIAM ROSARIO",1
Bolivia,2010,000 - Generalidades,EDITORIAL COMERCIAL,AYMARA,ESPAÑOL,GRUPO EDITORIAL KIPUS,1
Bolivia,2010,000 - Generalidades,EDITORIAL COMERCIAL,INGLÉS,ESPAÑOL,GRUPO EDITORIAL KIPUS,6
Bolivia,2010,000 - Generalidades,EDITORIAL COMERCIAL,PORTUGUÉS,ESPAÑOL,BETH SHALOM,4
Bolivia,2010,000 - Generalidades,EDITORIAL COMERCIAL,QUECHUA,ESPAÑOL,GRUPO EDITORIAL KIPUS,2
Bolivia,2010,000 - Generalidades,TODOS,AYMARA,ESPAÑOL,GRUPO EDITORIAL KIPUS,1
Bolivia,2010,000 - Generalidades,TODOS,GUARANÍ,ESPAÑOL,"CAMPOS BACARREZA, MIRIAM ROSARIO",1
Bolivia,2010,000 - Generalidades,TODOS,INGLÉS,ESPAÑOL,GRUPO EDITORIAL KIPUS,6
Bolivia,2010,000 - Generalidades,TODOS,PORTUGUÉS,ESPAÑOL,BETH SHALOM,4
Bolivia,2010,000 - Generalidades,TODOS,QUECHUA,ESPAÑOL,GRUPO EDITORIAL KIPUS,2
Bolivia,2010,200 - Religión,AMBAS,INGLÉS,ESPAÑOL,EDITORIAL LI? 1/2MPARA,1
Bolivia,2010,200 - Religión,AMBAS,POLACO,ESPAÑOL,EDITORIAL VERBO DIVINO,1
Bolivia,2010,200 - Religión,EDITORIAL COMERCIAL,INGLÉS,ESPAÑOL,EDITORIAL LI? 1/2MPARA,1
Bolivia,2010,200 - Religión,EDITORIAL COMERCIAL,POLACO,ESPAÑOL,EDITORIAL VERBO DIVINO,1
Bolivia,2010,200 - Religión,ENTIDAD PRIVADA NO EDITORIAL,LENGUA NO DETERMINADA,MULTILINGÜE,MISION NUEVAS TRIBUS,1
Bolivia,2010,200 - Religión,ENTIDAD PRIVADA NO EDITORIAL,SIMBA GUARANÍ,MULTILINGÜE,MISION NUEVAS TRIBUS,2
Bolivia,2010,200 - Religión,TODOS,INGLÉS,ESPAÑOL,EDITORIAL LI? 1/2MPARA,1
Bolivia,2010,200 - Religión,TODOS,LENGUA NO DETERMINADA,MULTILINGÜE,MISION NUEVAS TRIBUS,1
Bolivia,2010,200 - Religión,TODOS,POLACO,ESPAÑOL,EDITORIAL VERBO DIVINO,1
Bolivia,2010,200 - Religión,TODOS,SIMBA GUARANÍ,MULTILINGÜE,MISION NUEVAS TRIBUS,2
Bolivia,2010,300 - Ciencias sociales,AMBAS,INGLÉS,ESPAÑOL,PLURAL EDITORES,1
Bolivia,2010,300 - Ciencias sociales,AMBAS,ITALIANO,ESPAÑOL,PLURAL EDITORES,1
Bolivia,2010,300 - Ciencias sociales,AUTOR-EDITOR,AYMARA,ESPAÑOL,"CARRASCO MORALES, ARNOLDO",1
Bolivia,2010,300 - Ciencias sociales,EDITORIAL COMERCIAL,INGLÉS,ESPAÑOL,PLURAL EDITORES,1
Bolivia,2010,300 - Ciencias sociales,EDITORIAL COMERCIAL,ITALIANO,ESPAÑOL,PLURAL EDITORES,1
Bolivia,2010,300 - Ciencias sociales,ENTIDAD PRIVADA NO EDITORIAL,INGLÉS,ESPAÑOL,FUNDACION PROGRAMA REGIONAL DESARROLLO PUEBLOS DE LA AMAZONIA,1
Bolivia,2010,300 - Ciencias sociales,TODOS,AYMARA,ESPAÑOL,"CARRASCO MORALES, ARNOLDO",1
Bolivia,2010,300 - Ciencias sociales,TODOS,INGLÉS,ESPAÑOL,FUNDACION PROGRAMA REGIONAL DESARROLLO PUEBLOS DE LA AMAZONIA,1
Bolivia,2010,300 - Ciencias sociales,TODOS,INGLÉS,ESPAÑOL,PLURAL EDITORES,1
Bolivia,2010,300 - Ciencias sociales,TODOS,ITALIANO,ESPAÑOL,PLURAL EDITORES,1
Bolivia,2010,400 - Lenguas,AMBAS,QUECHUA,MULTILINGÜE,LATINAS EDITORES LTDA.,1
Bolivia,2010,400 - Lenguas,EDITORIAL COMERCIAL,QUECHUA,MULTILINGÜE,LATINAS EDITORES LTDA.,1
Bolivia,2010,400 - Lenguas,ENTIDAD PRIVADA NO EDITORIAL,ARAONA,MULTILINGÜE,MISION NUEVAS TRIBUS,1
Bolivia,2010,400 - Lenguas,TODOS,ARAONA,MULTILINGÜE,MISION NUEVAS TRIBUS,1
Bolivia,2010,400 - Lenguas,TODOS,QUECHUA,MULTILINGÜE,LATINAS EDITORES LTDA.,1
Bolivia,2010,600 - Tecnología (Ciencias aplicadas),ENTIDAD PRIVADA NO EDITORIAL,ESPAÑOL,INGLÉS,ORGANIZACION PANAMERICANA DE LA SALUD,1
Bolivia,2010,600 - Tecnología (Ciencias aplicadas),TODOS,ESPAÑOL,INGLÉS,ORGANIZACION PANAMERICANA DE LA SALUD,1
Bolivia,2010,800 - Literatura y retórica,AMBAS,ESPAÑOL,ALEMÁN,ELEBETE,5
Bolivia,2010,800 - Literatura y retórica,AMBAS,ESPAÑOL,INGLÉS,ELEBETE,4
Bolivia,2010,800 - Literatura y retórica,AMBAS,ESPAÑOL,MULTILINGÜE,ELEBETE,5
Bolivia,2010,800 - Literatura y retórica,AMBAS,ITALIANO,ESPAÑOL,EDITORIAL 3600,2
Bolivia,2010,800 - Literatura y retórica,AMBAS,LENGUA NO DETERMINADA,INGLÉS,ELEBETE,1
Bolivia,2010,800 - Literatura y retórica,AMBAS,PORTUGUÉS,ESPAÑOL,GRUPO SANTILLANA,1
Bolivia,2010,800 - Literatura y retórica,AUTOR-EDITOR,ESPAÑOL,INGLÉS,"BILBAO, LILIANA",2
Bolivia,2010,800 - Literatura y retórica,AUTOR-EDITOR,ESPAÑOL,MULTILINGÜE,FRANCISCO AZUELA ESPINOZA,1
Bolivia,2010,800 - Literatura y retórica,AUTOR-EDITOR,GRIEGO,ESPAÑOL,MARTINEZ ACCHINI SRL LIBROS,2
Bolivia,2010,800 - Literatura y retórica,EDITORIAL COMERCIAL,ESPAÑOL,ALEMÁN,ELEBETE,5
Bolivia,2010,800 - Literatura y retórica,EDITORIAL COMERCIAL,ESPAÑOL,INGLÉS,ELEBETE,4
Bolivia,2010,800 - Literatura y retórica,EDITORIAL COMERCIAL,ESPAÑOL,MULTILINGÜE,ELEBETE,5
Bolivia,2010,800 - Literatura y retórica,EDITORIAL COMERCIAL,ITALIANO,ESPAÑOL,EDITORIAL 3600,2
Bolivia,2010,800 - Literatura y retórica,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,INGLÉS,ELEBETE,1
Bolivia,2010,800 - Literatura y retórica,EDITORIAL COMERCIAL,PORTUGUÉS,ESPAÑOL,GRUPO SANTILLANA,1
Bolivia,2010,800 - Literatura y retórica,ENTIDAD PRIVADA NO EDITORIAL,ESPAÑOL,AYMARA,LITEXSA,1
Bolivia,2010,800 - Literatura y retórica,ENTIDAD PRIVADA NO EDITORIAL,ESPAÑOL,QUECHUA,LITEXSA,1
Bolivia,2010,800 - Literatura y retórica,TODOS,ESPAÑOL,ALEMÁN,ELEBETE,5
Bolivia,2010,800 - Literatura y retórica,TODOS,ESPAÑOL,AYMARA,LITEXSA,1
Bolivia,2010,800 - Literatura y retórica,TODOS,ESPAÑOL,INGLÉS,ELEBETE,4
Bolivia,2010,800 - Literatura y retórica,TODOS,ESPAÑOL,INGLÉS,"BILBAO, LILIANA",2
Bolivia,2010,800 - Literatura y retórica,TODOS,ESPAÑOL,MULTILINGÜE,ELEBETE,5
Bolivia,2010,800 - Literatura y retórica,TODOS,ESPAÑOL,MULTILINGÜE,FRANCISCO AZUELA ESPINOZA,1
Bolivia,2010,800 - Literatura y retórica,TODOS,ESPAÑOL,QUECHUA,LITEXSA,1
Bolivia,2010,800 - Literatura y retórica,TODOS,GRIEGO,ESPAÑOL,MARTINEZ ACCHINI SRL LIBROS,2
Bolivia,2010,800 - Literatura y retórica,TODOS,ITALIANO,ESPAÑOL,EDITORIAL 3600,2
Bolivia,2010,800 - Literatura y retórica,TODOS,LENGUA NO DETERMINADA,INGLÉS,ELEBETE,1
Bolivia,2010,800 - Literatura y retórica,TODOS,PORTUGUÉS,ESPAÑOL,GRUPO SANTILLANA,1
Bolivia,2010,900 - Geografía e historia,AMBAS,FRANCÉS,ESPAÑOL,EDITORIAL CHARCAS,1
Bolivia,2010,900 - Geografía e historia,AMBAS,INGLÉS,ESPAÑOL,GRUPO SANTILLANA,1
Bolivia,2010,900 - Geografía e historia,EDITORIAL COMERCIAL,FRANCÉS,ESPAÑOL,EDITORIAL CHARCAS,1
