PAIS,ANO,DEWEY PRINCIPAL,TIPO_AGENTE,IDIOMA DE ORIGEN,IDIOMA PUBLICACION,EDITORIAL,CANTIDAD
Bolivia,2010,900 - Geografía e historia,EDITORIAL COMERCIAL,INGLÉS,ESPAÑOL,GRUPO SANTILLANA,1
Bolivia,2010,900 - Geografía e historia,TODOS,FRANCÉS,ESPAÑOL,EDITORIAL CHARCAS,1
Bolivia,2010,900 - Geografía e historia,TODOS,INGLÉS,ESPAÑOL,GRUPO SANTILLANA,1
Bolivia,2011,000 - Generalidades,AMBAS,PORTUGUÉS,ESPAÑOL,BETH SHALOM,9
Bolivia,2011,000 - Generalidades,EDITORIAL COMERCIAL,PORTUGUÉS,ESPAÑOL,BETH SHALOM,9
Bolivia,2011,000 - Generalidades,TODOS,PORTUGUÉS,ESPAÑOL,BETH SHALOM,9
Bolivia,2011,100 - Filosofía y psicología,AMBAS,ITALIANO,ESPAÑOL,EDITORIAL ITINERARIOS,1
Bolivia,2011,100 - Filosofía y psicología,AUTOR-EDITOR,INGLÉS,ESPAÑOL,"ORTIZ BRAVO, RODOLFO CELSO",1
Bolivia,2011,100 - Filosofía y psicología,EDITORIAL COMERCIAL,ITALIANO,ESPAÑOL,EDITORIAL ITINERARIOS,1
Bolivia,2011,100 - Filosofía y psicología,TODOS,INGLÉS,ESPAÑOL,"ORTIZ BRAVO, RODOLFO CELSO",1
Bolivia,2011,100 - Filosofía y psicología,TODOS,ITALIANO,ESPAÑOL,EDITORIAL ITINERARIOS,1
Bolivia,2011,200 - Religión,ENTIDAD PRIVADA NO EDITORIAL,LENGUA NO DETERMINADA,AYMARA,SOCIEDAD BI? 1/2BLICA BOLIVIANA,2
Bolivia,2011,200 - Religión,TODOS,LENGUA NO DETERMINADA,AYMARA,SOCIEDAD BI? 1/2BLICA BOLIVIANA,2
Bolivia,2011,300 - Ciencias sociales,AMBAS,ALEMÁN,ESPAÑOL,PLURAL EDITORES,1
Bolivia,2011,300 - Ciencias sociales,AMBAS,INGLÉS,ESPAÑOL,PLURAL EDITORES,1
Bolivia,2011,300 - Ciencias sociales,AUTOR-EDITOR,ALEMÁN,ESPAÑOL,MARTINEZ ACCHINI SRL LIBROS,1
Bolivia,2011,300 - Ciencias sociales,AUTOR-EDITOR,ESPAÑOL,INGLÉS,PAYMAL NOEMI ROSE,1
Bolivia,2011,300 - Ciencias sociales,AUTOR-EDITOR,ESPAÑOL,INGLÉS,"PORTUGAL ALVIZURI, GUILLERMO ANTONIO",1
Bolivia,2011,300 - Ciencias sociales,AUTOR-EDITOR,ESPAÑOL,PORTUGUÉS,PAYMAL NOEMI ROSE,1
Bolivia,2011,300 - Ciencias sociales,AUTOR-EDITOR,GUARANÍ,MULTILINGÜE,"PENA MOJICA, LOURDES",1
Bolivia,2011,300 - Ciencias sociales,AUTOR-EDITOR,LENGUA NO DETERMINADA,ESPAÑOL,"FERREYRA VILLALPANDO, ANGELA LORENA",1
Bolivia,2011,300 - Ciencias sociales,EDITORIAL COMERCIAL,ALEMÁN,ESPAÑOL,PLURAL EDITORES,1
Bolivia,2011,300 - Ciencias sociales,EDITORIAL COMERCIAL,INGLÉS,ESPAÑOL,PLURAL EDITORES,1
Bolivia,2011,300 - Ciencias sociales,TODOS,ALEMÁN,ESPAÑOL,MARTINEZ ACCHINI SRL LIBROS,1
Bolivia,2011,300 - Ciencias sociales,TODOS,ALEMÁN,ESPAÑOL,PLURAL EDITORES,1
Bolivia,2011,300 - Ciencias sociales,TODOS,ESPAÑOL,INGLÉS,PAYMAL NOEMI ROSE,1
Bolivia,2011,300 - Ciencias sociales,TODOS,ESPAÑOL,INGLÉS,"PORTUGAL ALVIZURI, GUILLERMO ANTONIO",1
Bolivia,2011,300 - Ciencias sociales,TODOS,ESPAÑOL,PORTUGUÉS,PAYMAL NOEMI ROSE,1
Bolivia,2011,300 - Ciencias sociales,TODOS,GUARANÍ,MULTILINGÜE,"PENA MOJICA, LOURDES",1
Bolivia,2011,300 - Ciencias sociales,TODOS,INGLÉS,ESPAÑOL,PLURAL EDITORES,1
Bolivia,2011,300 - Ciencias sociales,TODOS,LENGUA NO DETERMINADA,ESPAÑOL,"FERREYRA VILLALPANDO, ANGELA LORENA",1
Bolivia,2011,400 - Lenguas,AUTOR-EDITOR,FRANCÉS,MULTILINGÜE,"MORENO VALDEZ, GUILLERMO",1
Bolivia,2011,400 - Lenguas,TODOS,FRANCÉS,MULTILINGÜE,"MORENO VALDEZ, GUILLERMO",1
Bolivia,2011,800 - Literatura y retórica,AMBAS,ESPAÑOL,ALEMÁN,"LIBRERI? 1/2A, PAPELERI? 1/2A Y EDITORIAL GISBERT Y CIA. S. A.",1
Bolivia,2011,800 - Literatura y retórica,AMBAS,ITALIANO,ESPAÑOL,EDITORIAL EL PAI? 1/2S,1
Bolivia,2011,800 - Literatura y retórica,AUTOR-EDITOR,INGLÉS,ESPAÑOL,MARTINEZ ACCHINI SRL LIBROS,1
Bolivia,2011,800 - Literatura y retórica,EDITORIAL COMERCIAL,ESPAÑOL,ALEMÁN,"LIBRERI? 1/2A, PAPELERI? 1/2A Y EDITORIAL GISBERT Y CIA. S. A.",1
Bolivia,2011,800 - Literatura y retórica,EDITORIAL COMERCIAL,ITALIANO,ESPAÑOL,EDITORIAL EL PAI? 1/2S,1
Bolivia,2011,800 - Literatura y retórica,TODOS,ESPAÑOL,ALEMÁN,"LIBRERI? 1/2A, PAPELERI? 1/2A Y EDITORIAL GISBERT Y CIA. S. A.",1
Bolivia,2011,800 - Literatura y retórica,TODOS,INGLÉS,ESPAÑOL,MARTINEZ ACCHINI SRL LIBROS,1
Bolivia,2011,800 - Literatura y retórica,TODOS,ITALIANO,ESPAÑOL,EDITORIAL EL PAI? 1/2S,1
Bolivia,2012,000 - Generalidades,AMBAS,LENGUA NO DETERMINADA,ESPAÑOL,BETH SHALOM,2
Bolivia,2012,000 - Generalidades,AUTOR-EDITOR,ESPAÑOL,MULTILINGÜE,"MENDEZ MONTES DE OCA, IVAR MARCELO",1
Bolivia,2012,000 - Generalidades,AUTOR-EDITOR,ESPAÑOL,MULTILINGÜE,"YUGAR FLORES, RICARDO COSME",1
Bolivia,2012,000 - Generalidades,AUTOR-EDITOR,LENGUA NO DETERMINADA,MULTILINGÜE,"CONDARCO CASTELLON, MARIA ELENA",2
Bolivia,2012,000 - Generalidades,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,ESPAÑOL,BETH SHALOM,2
Bolivia,2012,000 - Generalidades,ENTIDAD PRIVADA NO EDITORIAL,ESPAÑOL,AYMARA,PROJECT CONCERN INTERNATIONAL,1
Bolivia,2012,000 - Generalidades,ENTIDAD PRIVADA NO EDITORIAL,ESPAÑOL,INGLÉS,PROJECT CONCERN INTERNATIONAL,1
Bolivia,2012,000 - Generalidades,ENTIDAD PRIVADA NO EDITORIAL,ESPAÑOL,QUECHUA,PROJECT CONCERN INTERNATIONAL,1
Bolivia,2012,000 - Generalidades,ENTIDAD PRIVADA NO EDITORIAL,ITALIANO,ESPAÑOL,COMUNIDAD RELIGIOSA MISIONERAS DE LAS BIENAVENTURANZAS,2
Bolivia,2012,000 - Generalidades,TODOS,ESPAÑOL,AYMARA,PROJECT CONCERN INTERNATIONAL,1
Bolivia,2012,000 - Generalidades,TODOS,ESPAÑOL,INGLÉS,PROJECT CONCERN INTERNATIONAL,1
Bolivia,2012,000 - Generalidades,TODOS,ESPAÑOL,MULTILINGÜE,"MENDEZ MONTES DE OCA, IVAR MARCELO",1
Bolivia,2012,000 - Generalidades,TODOS,ESPAÑOL,MULTILINGÜE,"YUGAR FLORES, RICARDO COSME",1
Bolivia,2012,000 - Generalidades,TODOS,ESPAÑOL,QUECHUA,PROJECT CONCERN INTERNATIONAL,1
Bolivia,2012,000 - Generalidades,TODOS,ITALIANO,ESPAÑOL,COMUNIDAD RELIGIOSA MISIONERAS DE LAS BIENAVENTURANZAS,2
Bolivia,2012,000 - Generalidades,TODOS,LENGUA NO DETERMINADA,ESPAÑOL,BETH SHALOM,2
Bolivia,2012,000 - Generalidades,TODOS,LENGUA NO DETERMINADA,MULTILINGÜE,"CONDARCO CASTELLON, MARIA ELENA",2
Bolivia,2012,100 - Filosofía y psicología,AUTOR-EDITOR,ESPAÑOL,INGLÉS,"ORTUSTE MICHEL, ANDRES MARTIN",4
Bolivia,2012,100 - Filosofía y psicología,TODOS,ESPAÑOL,INGLÉS,"ORTUSTE MICHEL, ANDRES MARTIN",4
Bolivia,2012,200 - Religión,AMBAS,INGLÉS,ESPAÑOL,THE LITTLE BOOK PUBLISHIG SRL,2
Bolivia,2012,200 - Religión,AMBAS,INGLÉS,PORTUGUÉS,THE LITTLE BOOK PUBLISHIG SRL,1
Bolivia,2012,200 - Religión,EDITORIAL COMERCIAL,INGLÉS,ESPAÑOL,THE LITTLE BOOK PUBLISHIG SRL,2
Bolivia,2012,200 - Religión,EDITORIAL COMERCIAL,INGLÉS,PORTUGUÉS,THE LITTLE BOOK PUBLISHIG SRL,1
Bolivia,2012,200 - Religión,ENTIDAD PRIVADA NO EDITORIAL,ESPAÑOL,AYMARA,SOCIEDAD BI? 1/2BLICA BOLIVIANA,1
Bolivia,2012,200 - Religión,TODOS,ESPAÑOL,AYMARA,SOCIEDAD BI? 1/2BLICA BOLIVIANA,1
Bolivia,2012,200 - Religión,TODOS,INGLÉS,ESPAÑOL,THE LITTLE BOOK PUBLISHIG SRL,2
Bolivia,2012,200 - Religión,TODOS,INGLÉS,PORTUGUÉS,THE LITTLE BOOK PUBLISHIG SRL,1
Bolivia,2012,300 - Ciencias sociales,AUTOR-EDITOR,ITALIANO,ESPAÑOL,"DAHER RESCALA, SAMARA",1
Bolivia,2012,300 - Ciencias sociales,TODOS,ITALIANO,ESPAÑOL,"DAHER RESCALA, SAMARA",1
Bolivia,2012,400 - Lenguas,AUTOR-EDITOR,ESPAÑOL,MULTILINGÜE,SANDRA PATRICIA HEREDIA AILLON,2
Bolivia,2012,400 - Lenguas,TODOS,ESPAÑOL,MULTILINGÜE,SANDRA PATRICIA HEREDIA AILLON,2
Bolivia,2012,600 - Tecnología (Ciencias aplicadas),AMBAS,JAPONÉS,ESPAÑOL,INSTITUTO SUPERIOR ECUMENICO ANDINO DE TEOLOGIA,1
Bolivia,2012,600 - Tecnología (Ciencias aplicadas),EDITORIAL UNIVERSITARIA,JAPONÉS,ESPAÑOL,INSTITUTO SUPERIOR ECUMENICO ANDINO DE TEOLOGIA,1
Bolivia,2012,600 - Tecnología (Ciencias aplicadas),TODOS,JAPONÉS,ESPAÑOL,INSTITUTO SUPERIOR ECUMENICO ANDINO DE TEOLOGIA,1
Bolivia,2012,800 - Literatura y retórica,AMBAS,ITALIANO,ESPAÑOL,EDITORIAL 3600,1
Bolivia,2012,800 - Literatura y retórica,AUTOR-EDITOR,ESPAÑOL,MULTILINGÜE,"ANCALLE CHOQUE, RUTH ROSARIO",1
Bolivia,2012,800 - Literatura y retórica,AUTOR-EDITOR,INGLÉS,ESPAÑOL,MARTINEZ ACCHINI SRL LIBROS,1
Bolivia,2012,800 - Literatura y retórica,AUTOR-EDITOR,LENGUA NO DETERMINADA,MULTILINGÜE,"CONDARCO CASTELLON, MARIA ELENA",1
Bolivia,2012,800 - Literatura y retórica,EDITORIAL COMERCIAL,ITALIANO,ESPAÑOL,EDITORIAL 3600,1
Bolivia,2012,800 - Literatura y retórica,TODOS,ESPAÑOL,MULTILINGÜE,"ANCALLE CHOQUE, RUTH ROSARIO",1
Bolivia,2012,800 - Literatura y retórica,TODOS,INGLÉS,ESPAÑOL,MARTINEZ ACCHINI SRL LIBROS,1
Bolivia,2012,800 - Literatura y retórica,TODOS,ITALIANO,ESPAÑOL,EDITORIAL 3600,1
Bolivia,2012,800 - Literatura y retórica,TODOS,LENGUA NO DETERMINADA,MULTILINGÜE,"CONDARCO CASTELLON, MARIA ELENA",1
Bolivia,2012,900 - Geografía e historia,AUTOR-EDITOR,ESPAÑOL,MULTILINGÜE,"TANAKA NAGASAWA, KIYOHIKO",1
Bolivia,2012,900 - Geografía e historia,TODOS,ESPAÑOL,MULTILINGÜE,"TANAKA NAGASAWA, KIYOHIKO",1
Bolivia,2013,000 - Generalidades,AMBAS,ESPAÑOL,ITALIANO,EDITORIAL 3600,1
Bolivia,2013,000 - Generalidades,AMBAS,PORTUGUÉS,MULTILINGÜE,BETH SHALOM,5
Bolivia,2013,000 - Generalidades,AUTOR-EDITOR,LENGUA NO DETERMINADA,MULTILINGÜE,"RODRIGUEZ RAMOS, RAFAEL MARCELO",4
Bolivia,2013,000 - Generalidades,AUTOR-EDITOR,LENGUA NO DETERMINADA,MULTILINGÜE,"SOLIZ FERRUFINO, ADA WAIRA WARA",2
Bolivia,2013,000 - Generalidades,EDITORIAL COMERCIAL,ESPAÑOL,ITALIANO,EDITORIAL 3600,1
Bolivia,2013,000 - Generalidades,EDITORIAL COMERCIAL,PORTUGUÉS,MULTILINGÜE,BETH SHALOM,5
Bolivia,2013,000 - Generalidades,ENTIDAD PRIVADA NO EDITORIAL,ITALIANO,ESPAÑOL,COMUNIDAD RELIGIOSA MISIONERAS DE LAS BIENAVENTURANZAS,4
Bolivia,2013,000 - Generalidades,ENTIDAD PRIVADA NO EDITORIAL,LENGUA NO DETERMINADA,ESPAÑOL,WILDLIFE CONSERVATII? 1/2N SOCIETY,1
Bolivia,2013,000 - Generalidades,TODOS,ESPAÑOL,ITALIANO,EDITORIAL 3600,1
Bolivia,2013,000 - Generalidades,TODOS,ITALIANO,ESPAÑOL,COMUNIDAD RELIGIOSA MISIONERAS DE LAS BIENAVENTURANZAS,4
Bolivia,2013,000 - Generalidades,TODOS,LENGUA NO DETERMINADA,ESPAÑOL,WILDLIFE CONSERVATII? 1/2N SOCIETY,1
Bolivia,2013,000 - Generalidades,TODOS,LENGUA NO DETERMINADA,MULTILINGÜE,"RODRIGUEZ RAMOS, RAFAEL MARCELO",4
Bolivia,2013,000 - Generalidades,TODOS,LENGUA NO DETERMINADA,MULTILINGÜE,"SOLIZ FERRUFINO, ADA WAIRA WARA",2
Bolivia,2013,000 - Generalidades,TODOS,PORTUGUÉS,MULTILINGÜE,BETH SHALOM,5
Bolivia,2013,200 - Religión,AMBAS,INGLÉS,ALEMÁN,THE LITTLE BOOK PUBLISHIG SRL,1
Bolivia,2013,200 - Religión,AMBAS,INGLÉS,ESPAÑOL,THE LITTLE BOOK PUBLISHIG SRL,1
Bolivia,2013,200 - Religión,AMBAS,INGLÉS,PORTUGUÉS,THE LITTLE BOOK PUBLISHIG SRL,1
Bolivia,2013,200 - Religión,AUTOR-EDITOR,LENGUA NO DETERMINADA,ESPAÑOL,"QUIROGA GUERRINI, RAUL ALBERTO",1
Bolivia,2013,200 - Religión,EDITORIAL COMERCIAL,INGLÉS,ALEMÁN,THE LITTLE BOOK PUBLISHIG SRL,1
Bolivia,2013,200 - Religión,EDITORIAL COMERCIAL,INGLÉS,ESPAÑOL,THE LITTLE BOOK PUBLISHIG SRL,1
Bolivia,2013,200 - Religión,EDITORIAL COMERCIAL,INGLÉS,PORTUGUÉS,THE LITTLE BOOK PUBLISHIG SRL,1
Bolivia,2013,200 - Religión,ENTIDAD PRIVADA NO EDITORIAL,ESPAÑOL,QUECHUA,SOCIEDAD BI? 1/2BLICA BOLIVIANA,1
Bolivia,2013,200 - Religión,TODOS,ESPAÑOL,QUECHUA,SOCIEDAD BI? 1/2BLICA BOLIVIANA,1
Bolivia,2013,200 - Religión,TODOS,INGLÉS,ALEMÁN,THE LITTLE BOOK PUBLISHIG SRL,1
Bolivia,2013,200 - Religión,TODOS,INGLÉS,ESPAÑOL,THE LITTLE BOOK PUBLISHIG SRL,1
Bolivia,2013,200 - Religión,TODOS,INGLÉS,PORTUGUÉS,THE LITTLE BOOK PUBLISHIG SRL,1
Bolivia,2013,200 - Religión,TODOS,LENGUA NO DETERMINADA,ESPAÑOL,"QUIROGA GUERRINI, RAUL ALBERTO",1
Bolivia,2013,300 - Ciencias sociales,AMBAS,INGLÉS,ESPAÑOL,FUNDACION P.I.E.B.,1
Bolivia,2013,300 - Ciencias sociales,AUTOR-EDITOR,LENGUA NO DETERMINADA,MULTILINGÜE,"LEON SALGADO, MARIO",1
Bolivia,2013,300 - Ciencias sociales,AUTOR-EDITOR,PORTUGUÉS,ESPAÑOL,"IAMAMOTO, SUE A S",1
Bolivia,2013,300 - Ciencias sociales,EDITORIAL COMERCIAL,INGLÉS,ESPAÑOL,FUNDACION P.I.E.B.,1
Bolivia,2013,300 - Ciencias sociales,TODOS,INGLÉS,ESPAÑOL,FUNDACION P.I.E.B.,1
Bolivia,2013,300 - Ciencias sociales,TODOS,LENGUA NO DETERMINADA,MULTILINGÜE,"LEON SALGADO, MARIO",1
Bolivia,2013,300 - Ciencias sociales,TODOS,PORTUGUÉS,ESPAÑOL,"IAMAMOTO, SUE A S",1
Bolivia,2013,400 - Lenguas,AMBAS,LENGUA NO DETERMINADA,ESPAÑOL,OTTONELLO EDITORES,1
Bolivia,2013,400 - Lenguas,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,ESPAÑOL,OTTONELLO EDITORES,1
Bolivia,2013,400 - Lenguas,ENTIDAD PRIVADA NO EDITORIAL,LENGUA NO DETERMINADA,ESE EJA,MISION NUEVAS TRIBUS,1
Bolivia,2013,400 - Lenguas,TODOS,LENGUA NO DETERMINADA,ESE EJA,MISION NUEVAS TRIBUS,1
Bolivia,2013,400 - Lenguas,TODOS,LENGUA NO DETERMINADA,ESPAÑOL,OTTONELLO EDITORES,1
Bolivia,2013,700 - Las Artes Bellas artes y artes decorativas,AUTOR-EDITOR,ESPAÑOL,MULTILINGÜE,"BOULANGER RODO, SANDRA ELISABETH",1
Bolivia,2013,700 - Las Artes Bellas artes y artes decorativas,TODOS,ESPAÑOL,MULTILINGÜE,"BOULANGER RODO, SANDRA ELISABETH",1
Bolivia,2013,800 - Literatura y retórica,AUTOR-EDITOR,FRANCÉS,ESPAÑOL,MARTINEZ ACCHINI SRL LIBROS,1
Bolivia,2013,800 - Literatura y retórica,AUTOR-EDITOR,INGLÉS,ESPAÑOL,MARTINEZ ACCHINI SRL LIBROS,1
Bolivia,2013,800 - Literatura y retórica,TODOS,FRANCÉS,ESPAÑOL,MARTINEZ ACCHINI SRL LIBROS,1
Bolivia,2013,800 - Literatura y retórica,TODOS,INGLÉS,ESPAÑOL,MARTINEZ ACCHINI SRL LIBROS,1
Bolivia,2013,900 - Geografía e historia,AMBAS,INGLÉS,ESPAÑOL,EDITORIAL CHARCAS,1
Bolivia,2013,900 - Geografía e historia,EDITORIAL COMERCIAL,INGLÉS,ESPAÑOL,EDITORIAL CHARCAS,1
Bolivia,2013,900 - Geografía e historia,TODOS,INGLÉS,ESPAÑOL,EDITORIAL CHARCAS,1
Bolivia,2014,000 - Generalidades,AMBAS,ESPAÑOL,QUECHUA,GRUPO EDITORIAL KIPUS,1
Bolivia,2014,000 - Generalidades,AUTOR-EDITOR,ESPAÑOL,MULTILINGÜE,"PRUDENCIO APONTE, CLAUDIA",1
Bolivia,2014,000 - Generalidades,AUTOR-EDITOR,ESPAÑOL,MULTILINGÜE,YUGAR FLORES EDDY ALEJANDRO,1
Bolivia,2014,000 - Generalidades,EDITORIAL COMERCIAL,ESPAÑOL,QUECHUA,GRUPO EDITORIAL KIPUS,1
Bolivia,2014,000 - Generalidades,TODOS,ESPAÑOL,MULTILINGÜE,"PRUDENCIO APONTE, CLAUDIA",1
Bolivia,2014,000 - Generalidades,TODOS,ESPAÑOL,MULTILINGÜE,YUGAR FLORES EDDY ALEJANDRO,1
Bolivia,2014,000 - Generalidades,TODOS,ESPAÑOL,QUECHUA,GRUPO EDITORIAL KIPUS,1
Bolivia,2014,300 - Ciencias sociales,AMBAS,INGLÉS,ESPAÑOL,FUNDACION P.I.E.B.,1
Bolivia,2014,300 - Ciencias sociales,AMBAS,LENGUA NO DETERMINADA,ESPAÑOL,PLURAL EDITORES,1
Bolivia,2014,300 - Ciencias sociales,EDITORIAL COMERCIAL,INGLÉS,ESPAÑOL,FUNDACION P.I.E.B.,1
Bolivia,2014,300 - Ciencias sociales,EDITORIAL COMERCIAL,LENGUA NO DETERMINADA,ESPAÑOL,PLURAL EDITORES,1
Bolivia,2014,300 - Ciencias sociales,ENTIDAD PRIVADA NO EDITORIAL,ALEMÁN,ESPAÑOL,TALLER DE INICIATIVAS EN ESTUDIOS RURALES Y REFORMA AGRARIA,1
Bolivia,2014,300 - Ciencias sociales,ENTIDAD PRIVADA NO EDITORIAL,ESPAÑOL,INGLÉS,PROGRAMA DE LAS NACIONES UNIDAS PARA EL DESARROLLO,1
Bolivia,2014,300 - Ciencias sociales,ENTIDAD PRIVADA NO EDITORIAL,ESPAÑOL,MULTILINGÜE,ASOCIACION CINENOMADA PARA LAS ARTES,1
Bolivia,2014,300 - Ciencias sociales,TODOS,ALEMÁN,ESPAÑOL,TALLER DE INICIATIVAS EN ESTUDIOS RURALES Y REFORMA AGRARIA,1
Bolivia,2014,300 - Ciencias sociales,TODOS,ESPAÑOL,INGLÉS,PROGRAMA DE LAS NACIONES UNIDAS PARA EL DESARROLLO,1
Bolivia,2014,300 - Ciencias sociales,TODOS,ESPAÑOL,MULTILINGÜE,ASOCIACION CINENOMADA PARA LAS ARTES,1
Bolivia,2014,300 - Ciencias sociales,TODOS,INGLÉS,ESPAÑOL,FUNDACION P.I.E.B.,1
Bolivia,2014,300 - Ciencias sociales,TODOS,LENGUA NO DETERMINADA,ESPAÑOL,PLURAL EDITORES,1
Bolivia,2014,400 - Lenguas,AUTOR-EDITOR,AYMARA,ESPAÑOL,"MIRANDA CASAS, FILOMENA",2
Bolivia,2014,400 - Lenguas,AUTOR-EDITOR,GUARANÍ,GUARANÍ,"MALGOR CASTEDO, MARGOTH",1
Bolivia,2014,400 - Lenguas,AUTOR-EDITOR,GUARANÍ,MULTILINGÜE,"MALGOR CASTEDO, MARGOTH",1
Bolivia,2014,400 - Lenguas,AUTOR-EDITOR,INGLÉS,MULTILINGÜE,"CANAVIRI GUZMAN, JUAN REYNALDO",6
Bolivia,2014,400 - Lenguas,TODOS,AYMARA,ESPAÑOL,"MIRANDA CASAS, FILOMENA",2
Bolivia,2014,400 - Lenguas,TODOS,GUARANÍ,GUARANÍ,"MALGOR CASTEDO, MARGOTH",1
Bolivia,2014,400 - Lenguas,TODOS,GUARANÍ,MULTILINGÜE,"MALGOR CASTEDO, MARGOTH",1
Bolivia,2014,400 - Lenguas,TODOS,INGLÉS,MULTILINGÜE,"CANAVIRI GUZMAN, JUAN REYNALDO",6
Bolivia,2014,700 - Las Artes Bellas artes y artes decorativas,ENTIDAD PRIVADA NO EDITORIAL,ESPAÑOL,MULTILINGÜE,ASOCIACION CINENOMADA PARA LAS ARTES,1
Bolivia,2014,700 - Las Artes Bellas artes y artes decorativas,TODOS,ESPAÑOL,MULTILINGÜE,ASOCIACION CINENOMADA PARA LAS ARTES,1
Bolivia,2014,800 - Literatura y retórica,AUTOR-EDITOR,ESPAÑOL,AYMARA,"MIRANDA CASAS, FILOMENA",1
Bolivia,2014,800 - Literatura y retórica,AUTOR-EDITOR,PERSA,ESPAÑOL,"CHAMBI CALLE, ROBERTO",1
Bolivia,2014,800 - Literatura y retórica,TODOS,ESPAÑOL,AYMARA,"MIRANDA CASAS, FILOMENA",1
Bolivia,2014,800 - Literatura y retórica,TODOS,PERSA,ESPAÑOL,"CHAMBI CALLE, ROBERTO",1
Bolivia,2014,900 - Geografía e historia,AUTOR-EDITOR,ESPAÑOL,INGLÉS,"CALDERON GUZMAN, EMERSON ALFREDO",1
Bolivia,2014,900 - Geografía e historia,TODOS,ESPAÑOL,INGLÉS,"CALDERON GUZMAN, EMERSON ALFREDO",1
Bolivia,2015,000 - Generalidades,AMBAS,FRANCÉS,ESPAÑOL,GRUPO EDITORIAL KIPUS,4
Bolivia,2015,000 - Generalidades,AMBAS,PORTUGUÉS,MULTILINGÜE,BETH SHALOM,3
Bolivia,2015,000 - Generalidades,AUTOR-EDITOR,INGLÉS,INGLÉS,"HURTADO MORON, EDSON ERNESTO",1
Bolivia,2015,000 - Generalidades,EDITORIAL COMERCIAL,FRANCÉS,ESPAÑOL,GRUPO EDITORIAL KIPUS,4
Bolivia,2015,000 - Generalidades,EDITORIAL COMERCIAL,PORTUGUÉS,MULTILINGÜE,BETH SHALOM,3
Bolivia,2015,000 - Generalidades,TODOS,FRANCÉS,ESPAÑOL,GRUPO EDITORIAL KIPUS,4
Bolivia,2015,000 - Generalidades,TODOS,INGLÉS,INGLÉS,"HURTADO MORON, EDSON ERNESTO",1
Bolivia,2015,000 - Generalidades,TODOS,PORTUGUÉS,MULTILINGÜE,BETH SHALOM,3
Bolivia,2015,200 - Religión,AMBAS,INGLÉS,ESPAÑOL,VERDAD PARA VIVIR,3
Bolivia,2015,200 - Religión,EDITORIAL COMERCIAL,INGLÉS,ESPAÑOL,VERDAD PARA VIVIR,3
Bolivia,2015,200 - Religión,TODOS,INGLÉS,ESPAÑOL,VERDAD PARA VIVIR,3
Bolivia,2015,300 - Ciencias sociales,AMBAS,PORTUGUÉS,ESPAÑOL,BETH SHALOM,1
Bolivia,2015,300 - Ciencias sociales,AUTOR-EDITOR,ESPAÑOL,INGLÉS,"PENARANDA UNDURRAGA, RAUL ALBERTO",1
Bolivia,2015,300 - Ciencias sociales,AUTOR-EDITOR,ESPAÑOL,MULTILINGÜE,"CARRASCO PATZI, MARIA ROSARIO",1
Bolivia,2015,300 - Ciencias sociales,AUTOR-EDITOR,ESPAÑOL,MULTILINGÜE,"REVOLLO VALENCIA, JUAN",1
Bolivia,2015,300 - Ciencias sociales,EDITORIAL COMERCIAL,PORTUGUÉS,ESPAÑOL,BETH SHALOM,1
Bolivia,2015,300 - Ciencias sociales,TODOS,ESPAÑOL,INGLÉS,"PENARANDA UNDURRAGA, RAUL ALBERTO",1
Bolivia,2015,300 - Ciencias sociales,TODOS,ESPAÑOL,MULTILINGÜE,"CARRASCO PATZI, MARIA ROSARIO",1
Bolivia,2015,300 - Ciencias sociales,TODOS,ESPAÑOL,MULTILINGÜE,"REVOLLO VALENCIA, JUAN",1
Bolivia,2015,300 - Ciencias sociales,TODOS,PORTUGUÉS,ESPAÑOL,BETH SHALOM,1
Bolivia,2015,400 - Lenguas,AUTOR-EDITOR,ESPAÑOL,MULTILINGÜE,"PENARANDA ADRIAZOLA, FRANZ VICTOR",1
Bolivia,2015,400 - Lenguas,AUTOR-EDITOR,LENGUA NO DETERMINADA,ESPAÑOL,"PALABRA USCAMAYTA, MARIO",1
Bolivia,2015,400 - Lenguas,TODOS,ESPAÑOL,MULTILINGÜE,"PENARANDA ADRIAZOLA, FRANZ VICTOR",1
Bolivia,2015,400 - Lenguas,TODOS,LENGUA NO DETERMINADA,ESPAÑOL,"PALABRA USCAMAYTA, MARIO",1
Bolivia,2015,600 - Tecnología (Ciencias aplicadas),AUTOR-EDITOR,INGLÉS,ESPAÑOL,"ZULETA RIVERA, DAVID",1
Bolivia,2015,600 - Tecnología (Ciencias aplicadas),TODOS,INGLÉS,ESPAÑOL,"ZULETA RIVERA, DAVID",1
Bolivia,2015,800 - Literatura y retórica,AMBAS,LENGUA NO DETERMINADA,ESPAÑOL,EDITORIAL DON BOSCO,1
Bolivia,2015,800 - Literatura y retórica,AUTOR-EDITOR,ESPAÑOL,INGLÉS,"BAPTISTA GUMUCIO, MARIANO",1
Bolivia,2015,800 - Literatura y retórica,AUTOR-EDITOR,ESPAÑOL,INGLÉS,"SUSTACH MENACHO, JORGE ALBERTO",1
Bolivia,2015,800 - Literatura y retórica,AUTOR-EDITOR,ESPAÑOL,QUECHUA,"REVOLLO VALENCIA, JUAN",1
