PAIS,ANO,DEWEY PRINCIPAL,TIPO_AGENTE,DECILE_LABEL,DECILE_ORDER,PROMEDIO_REGISTROS,DESVIACION_ESTANDAR,CANTIDAD_EDITORIALES,IDIOMA_ORIGEN,CANTIDAD_OBRAS_IDIOMA
Argentina,2012,600 - Tecnología (Ciencias aplicadas),TODOS,60% - 70%,7,1.5,0.71,2,LENGUA NO DETERMINADA,3
Argentina,2012,600 - Tecnología (Ciencias aplicadas),TODOS,70% - 80%,8,1.0,0.0,2,LENGUA NO DETERMINADA,2
Argentina,2012,600 - Tecnología (Ciencias aplicadas),TODOS,80% - 90%,9,1.0,0.0,2,LENGUA NO DETERMINADA,2
Argentina,2012,600 - Tecnología (Ciencias aplicadas),TODOS,Larga Cola,10,1.0,0.0,3,LENGUA NO DETERMINADA,3
Argentina,2012,700 - Las Artes Bellas artes y artes decorativas,AMBAS,Top 10%,1,32.0,12.73,2,LENGUA NO DETERMINADA,64
Argentina,2012,700 - Las Artes Bellas artes y artes decorativas,AMBAS,10% - 20%,2,10.33,5.13,3,LENGUA NO DETERMINADA,31
Argentina,2012,700 - Las Artes Bellas artes y artes decorativas,AMBAS,20% - 30%,3,4.5,0.71,2,LENGUA NO DETERMINADA,9
Argentina,2012,700 - Las Artes Bellas artes y artes decorativas,AMBAS,30% - 40%,4,3.0,1.0,3,LENGUA NO DETERMINADA,9
Argentina,2012,700 - Las Artes Bellas artes y artes decorativas,AMBAS,40% - 50%,5,1.67,0.58,3,LENGUA NO DETERMINADA,5
Argentina,2012,700 - Las Artes Bellas artes y artes decorativas,AMBAS,50% - 60%,6,1.0,0.0,2,LENGUA NO DETERMINADA,2
Argentina,2012,700 - Las Artes Bellas artes y artes decorativas,AMBAS,60% - 70%,7,1.0,0.0,3,LENGUA NO DETERMINADA,3
Argentina,2012,700 - Las Artes Bellas artes y artes decorativas,AMBAS,70% - 80%,8,1.0,0.0,2,LENGUA NO DETERMINADA,2
Argentina,2012,700 - Las Artes Bellas artes y artes decorativas,AMBAS,80% - 90%,9,1.0,0.0,3,LENGUA NO DETERMINADA,3
Argentina,2012,700 - Las Artes Bellas artes y artes decorativas,AMBAS,Larga Cola,10,1.0,0.0,3,LENGUA NO DETERMINADA,3
Argentina,2012,700 - Las Artes Bellas artes y artes decorativas,AUTOR-EDITOR,Top 10%,1,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL COMERCIAL,Top 10%,1,32.0,12.73,2,LENGUA NO DETERMINADA,64
Argentina,2012,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL COMERCIAL,10% - 20%,2,10.33,5.13,3,LENGUA NO DETERMINADA,31
Argentina,2012,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL COMERCIAL,20% - 30%,3,4.5,0.71,2,LENGUA NO DETERMINADA,9
Argentina,2012,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL COMERCIAL,30% - 40%,4,3.0,1.0,3,LENGUA NO DETERMINADA,9
Argentina,2012,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL COMERCIAL,40% - 50%,5,2.0,0.0,2,LENGUA NO DETERMINADA,4
Argentina,2012,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL COMERCIAL,50% - 60%,6,1.0,0.0,3,LENGUA NO DETERMINADA,3
Argentina,2012,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL COMERCIAL,60% - 70%,7,1.0,0.0,2,LENGUA NO DETERMINADA,2
Argentina,2012,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL COMERCIAL,70% - 80%,8,1.0,0.0,3,LENGUA NO DETERMINADA,3
Argentina,2012,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL COMERCIAL,80% - 90%,9,1.0,0.0,2,LENGUA NO DETERMINADA,2
Argentina,2012,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL COMERCIAL,Larga Cola,10,1.0,0.0,3,LENGUA NO DETERMINADA,3
Argentina,2012,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL UNIVERSITARIA,Top 10%,1,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,700 - Las Artes Bellas artes y artes decorativas,ENTIDAD PRIVADA NO EDITORIAL,Top 10%,1,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,700 - Las Artes Bellas artes y artes decorativas,ENTIDAD PRIVADA NO EDITORIAL,10% - 20%,2,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,700 - Las Artes Bellas artes y artes decorativas,ENTIDAD PRIVADA NO EDITORIAL,20% - 30%,3,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,700 - Las Artes Bellas artes y artes decorativas,TODOS,Top 10%,1,26.67,12.9,3,LENGUA NO DETERMINADA,80
Argentina,2012,700 - Las Artes Bellas artes y artes decorativas,TODOS,10% - 20%,2,6.67,2.08,3,LENGUA NO DETERMINADA,20
Argentina,2012,700 - Las Artes Bellas artes y artes decorativas,TODOS,20% - 30%,3,3.67,0.58,3,LENGUA NO DETERMINADA,11
Argentina,2012,700 - Las Artes Bellas artes y artes decorativas,TODOS,30% - 40%,4,2.0,0.0,3,LENGUA NO DETERMINADA,6
Argentina,2012,700 - Las Artes Bellas artes y artes decorativas,TODOS,40% - 50%,5,1.0,0.0,3,LENGUA NO DETERMINADA,3
Argentina,2012,700 - Las Artes Bellas artes y artes decorativas,TODOS,50% - 60%,6,1.0,0.0,3,LENGUA NO DETERMINADA,3
Argentina,2012,700 - Las Artes Bellas artes y artes decorativas,TODOS,60% - 70%,7,1.0,0.0,3,LENGUA NO DETERMINADA,3
Argentina,2012,700 - Las Artes Bellas artes y artes decorativas,TODOS,70% - 80%,8,1.0,0.0,3,LENGUA NO DETERMINADA,3
Argentina,2012,700 - Las Artes Bellas artes y artes decorativas,TODOS,80% - 90%,9,1.0,0.0,3,LENGUA NO DETERMINADA,3
Argentina,2012,700 - Las Artes Bellas artes y artes decorativas,TODOS,Larga Cola,10,1.0,0.0,3,LENGUA NO DETERMINADA,3
Argentina,2012,800 - Literatura y retórica,AMBAS,Top 10%,1,59.8,22.24,5,LENGUA NO DETERMINADA,299
Argentina,2012,800 - Literatura y retórica,AMBAS,10% - 20%,2,9.83,3.19,6,LENGUA NO DETERMINADA,59
Argentina,2012,800 - Literatura y retórica,AMBAS,20% - 30%,3,6.0,0.0,5,LENGUA NO DETERMINADA,30
Argentina,2012,800 - Literatura y retórica,AMBAS,30% - 40%,4,4.0,1.1,6,LENGUA NO DETERMINADA,24
Argentina,2012,800 - Literatura y retórica,AMBAS,40% - 50%,5,2.6,0.55,5,LENGUA NO DETERMINADA,13
Argentina,2012,800 - Literatura y retórica,AMBAS,50% - 60%,6,1.83,0.41,6,LENGUA NO DETERMINADA,11
Argentina,2012,800 - Literatura y retórica,AMBAS,60% - 70%,7,1.0,0.0,5,LENGUA NO DETERMINADA,5
Argentina,2012,800 - Literatura y retórica,AMBAS,70% - 80%,8,1.0,0.0,6,LENGUA NO DETERMINADA,6
Argentina,2012,800 - Literatura y retórica,AMBAS,80% - 90%,9,1.0,0.0,5,LENGUA NO DETERMINADA,5
Argentina,2012,800 - Literatura y retórica,AMBAS,Larga Cola,10,1.0,0.0,6,LENGUA NO DETERMINADA,6
Argentina,2012,800 - Literatura y retórica,AUTOR-EDITOR,Top 10%,1,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,800 - Literatura y retórica,EDITORIAL COMERCIAL,Top 10%,1,59.8,22.24,5,LENGUA NO DETERMINADA,299
Argentina,2012,800 - Literatura y retórica,EDITORIAL COMERCIAL,10% - 20%,2,10.6,2.88,5,LENGUA NO DETERMINADA,53
Argentina,2012,800 - Literatura y retórica,EDITORIAL COMERCIAL,20% - 30%,3,6.0,0.0,6,LENGUA NO DETERMINADA,36
Argentina,2012,800 - Literatura y retórica,EDITORIAL COMERCIAL,30% - 40%,4,4.2,1.1,5,LENGUA NO DETERMINADA,21
Argentina,2012,800 - Literatura y retórica,EDITORIAL COMERCIAL,40% - 50%,5,2.67,0.52,6,LENGUA NO DETERMINADA,16
Argentina,2012,800 - Literatura y retórica,EDITORIAL COMERCIAL,50% - 60%,6,2.0,0.0,5,LENGUA NO DETERMINADA,10
Argentina,2012,800 - Literatura y retórica,EDITORIAL COMERCIAL,60% - 70%,7,1.0,0.0,5,LENGUA NO DETERMINADA,5
Argentina,2012,800 - Literatura y retórica,EDITORIAL COMERCIAL,70% - 80%,8,1.0,0.0,6,LENGUA NO DETERMINADA,6
Argentina,2012,800 - Literatura y retórica,EDITORIAL COMERCIAL,80% - 90%,9,1.0,0.0,5,LENGUA NO DETERMINADA,5
Argentina,2012,800 - Literatura y retórica,EDITORIAL COMERCIAL,Larga Cola,10,1.0,0.0,6,LENGUA NO DETERMINADA,6
Argentina,2012,800 - Literatura y retórica,EDITORIAL UNIVERSITARIA,Top 10%,1,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,800 - Literatura y retórica,ENTIDAD PRIVADA NO EDITORIAL,Top 10%,1,12.0,0.0,1,LENGUA NO DETERMINADA,12
Argentina,2012,800 - Literatura y retórica,ENTIDAD PRIVADA NO EDITORIAL,10% - 20%,2,8.0,0.0,1,LENGUA NO DETERMINADA,8
Argentina,2012,800 - Literatura y retórica,ENTIDAD PRIVADA NO EDITORIAL,20% - 30%,3,3.0,0.0,1,LENGUA NO DETERMINADA,3
Argentina,2012,800 - Literatura y retórica,ENTIDAD PRIVADA NO EDITORIAL,30% - 40%,4,2.0,0.0,1,LENGUA NO DETERMINADA,2
Argentina,2012,800 - Literatura y retórica,ENTIDAD PRIVADA NO EDITORIAL,40% - 50%,5,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,800 - Literatura y retórica,ENTIDAD PRIVADA NO EDITORIAL,50% - 60%,6,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,800 - Literatura y retórica,ENTIDAD PRIVADA NO EDITORIAL,60% - 70%,7,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,800 - Literatura y retórica,ENTIDAD PRIVADA NO EDITORIAL,70% - 80%,8,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,800 - Literatura y retórica,ENTIDAD PRIVADA NO EDITORIAL,80% - 90%,9,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,800 - Literatura y retórica,ENTIDAD PRIVADA NO EDITORIAL,Larga Cola,10,1.0,0.0,2,LENGUA NO DETERMINADA,2
Argentina,2012,800 - Literatura y retórica,OTROS,Top 10%,1,3.0,0.0,1,LENGUA NO DETERMINADA,3
Argentina,2012,800 - Literatura y retórica,TODOS,Top 10%,1,52.33,27.02,6,LENGUA NO DETERMINADA,314
Argentina,2012,800 - Literatura y retórica,TODOS,10% - 20%,2,9.14,2.19,7,LENGUA NO DETERMINADA,64
Argentina,2012,800 - Literatura y retórica,TODOS,20% - 30%,3,5.71,0.76,7,LENGUA NO DETERMINADA,40
Argentina,2012,800 - Literatura y retórica,TODOS,30% - 40%,4,3.29,0.49,7,LENGUA NO DETERMINADA,23
Argentina,2012,800 - Literatura y retórica,TODOS,40% - 50%,5,2.29,0.49,7,LENGUA NO DETERMINADA,16
Argentina,2012,800 - Literatura y retórica,TODOS,50% - 60%,6,1.5,0.55,6,LENGUA NO DETERMINADA,9
Argentina,2012,800 - Literatura y retórica,TODOS,60% - 70%,7,1.0,0.0,7,LENGUA NO DETERMINADA,7
Argentina,2012,800 - Literatura y retórica,TODOS,70% - 80%,8,1.0,0.0,7,LENGUA NO DETERMINADA,7
Argentina,2012,800 - Literatura y retórica,TODOS,80% - 90%,9,1.0,0.0,7,LENGUA NO DETERMINADA,7
Argentina,2012,800 - Literatura y retórica,TODOS,Larga Cola,10,1.0,0.0,7,LENGUA NO DETERMINADA,7
Argentina,2012,900 - Geografía e historia,AMBAS,Top 10%,1,7.0,0.0,1,LENGUA NO DETERMINADA,7
Argentina,2012,900 - Geografía e historia,AMBAS,10% - 20%,2,5.5,2.12,2,LENGUA NO DETERMINADA,11
Argentina,2012,900 - Geografía e historia,AMBAS,20% - 30%,3,2.0,0.0,1,LENGUA NO DETERMINADA,2
Argentina,2012,900 - Geografía e historia,AMBAS,30% - 40%,4,2.0,0.0,2,LENGUA NO DETERMINADA,4
Argentina,2012,900 - Geografía e historia,AMBAS,40% - 50%,5,1.5,0.71,2,LENGUA NO DETERMINADA,3
Argentina,2012,900 - Geografía e historia,AMBAS,50% - 60%,6,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,900 - Geografía e historia,AMBAS,60% - 70%,7,1.0,0.0,2,LENGUA NO DETERMINADA,2
Argentina,2012,900 - Geografía e historia,AMBAS,70% - 80%,8,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,900 - Geografía e historia,AMBAS,80% - 90%,9,1.0,0.0,2,LENGUA NO DETERMINADA,2
Argentina,2012,900 - Geografía e historia,AMBAS,Larga Cola,10,1.0,0.0,2,LENGUA NO DETERMINADA,2
Argentina,2012,900 - Geografía e historia,AUTOR-EDITOR,Top 10%,1,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,900 - Geografía e historia,AUTOR-EDITOR,10% - 20%,2,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,900 - Geografía e historia,EDITORIAL COMERCIAL,Top 10%,1,7.0,0.0,1,LENGUA NO DETERMINADA,7
Argentina,2012,900 - Geografía e historia,EDITORIAL COMERCIAL,10% - 20%,2,5.5,2.12,2,LENGUA NO DETERMINADA,11
Argentina,2012,900 - Geografía e historia,EDITORIAL COMERCIAL,20% - 30%,3,2.0,0.0,1,LENGUA NO DETERMINADA,2
Argentina,2012,900 - Geografía e historia,EDITORIAL COMERCIAL,30% - 40%,4,2.0,0.0,2,LENGUA NO DETERMINADA,4
Argentina,2012,900 - Geografía e historia,EDITORIAL COMERCIAL,40% - 50%,5,2.0,0.0,1,LENGUA NO DETERMINADA,2
Argentina,2012,900 - Geografía e historia,EDITORIAL COMERCIAL,50% - 60%,6,1.0,0.0,2,LENGUA NO DETERMINADA,2
Argentina,2012,900 - Geografía e historia,EDITORIAL COMERCIAL,60% - 70%,7,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,900 - Geografía e historia,EDITORIAL COMERCIAL,70% - 80%,8,1.0,0.0,2,LENGUA NO DETERMINADA,2
Argentina,2012,900 - Geografía e historia,EDITORIAL COMERCIAL,80% - 90%,9,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,900 - Geografía e historia,EDITORIAL COMERCIAL,Larga Cola,10,1.0,0.0,2,LENGUA NO DETERMINADA,2
Argentina,2012,900 - Geografía e historia,EDITORIAL UNIVERSITARIA,Top 10%,1,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,900 - Geografía e historia,ENTIDAD PRIVADA NO EDITORIAL,Top 10%,1,2.0,0.0,1,LENGUA NO DETERMINADA,2
Argentina,2012,900 - Geografía e historia,OTROS,Top 10%,1,2.0,0.0,1,LENGUA NO DETERMINADA,2
Argentina,2012,900 - Geografía e historia,TODOS,Top 10%,1,7.0,0.0,2,LENGUA NO DETERMINADA,14
Argentina,2012,900 - Geografía e historia,TODOS,10% - 20%,2,3.0,1.41,2,LENGUA NO DETERMINADA,6
Argentina,2012,900 - Geografía e historia,TODOS,20% - 30%,3,2.0,0.0,2,LENGUA NO DETERMINADA,4
Argentina,2012,900 - Geografía e historia,TODOS,30% - 40%,4,2.0,0.0,2,LENGUA NO DETERMINADA,4
Argentina,2012,900 - Geografía e historia,TODOS,40% - 50%,5,1.5,0.71,2,LENGUA NO DETERMINADA,3
Argentina,2012,900 - Geografía e historia,TODOS,50% - 60%,6,1.0,0.0,2,LENGUA NO DETERMINADA,2
Argentina,2012,900 - Geografía e historia,TODOS,60% - 70%,7,1.0,0.0,2,LENGUA NO DETERMINADA,2
Argentina,2012,900 - Geografía e historia,TODOS,70% - 80%,8,1.0,0.0,2,LENGUA NO DETERMINADA,2
Argentina,2012,900 - Geografía e historia,TODOS,80% - 90%,9,1.0,0.0,2,LENGUA NO DETERMINADA,2
Argentina,2012,900 - Geografía e historia,TODOS,Larga Cola,10,1.0,0.0,2,LENGUA NO DETERMINADA,2
Argentina,2012,SIN IDENTIFICAR,AMBAS,Top 10%,1,49.5,34.65,2,LENGUA NO DETERMINADA,99
Argentina,2012,SIN IDENTIFICAR,AMBAS,10% - 20%,2,10.0,5.66,2,LENGUA NO DETERMINADA,20
Argentina,2012,SIN IDENTIFICAR,AMBAS,20% - 30%,3,5.0,1.41,2,LENGUA NO DETERMINADA,10
Argentina,2012,SIN IDENTIFICAR,AMBAS,30% - 40%,4,2.5,0.71,2,LENGUA NO DETERMINADA,5
Argentina,2012,SIN IDENTIFICAR,AMBAS,40% - 50%,5,2.0,0.0,2,LENGUA NO DETERMINADA,4
Argentina,2012,SIN IDENTIFICAR,AMBAS,50% - 60%,6,2.0,0.0,2,LENGUA NO DETERMINADA,4
Argentina,2012,SIN IDENTIFICAR,AMBAS,60% - 70%,7,1.0,0.0,2,LENGUA NO DETERMINADA,2
Argentina,2012,SIN IDENTIFICAR,AMBAS,70% - 80%,8,1.0,0.0,2,LENGUA NO DETERMINADA,2
Argentina,2012,SIN IDENTIFICAR,AMBAS,80% - 90%,9,1.0,0.0,2,LENGUA NO DETERMINADA,2
Argentina,2012,SIN IDENTIFICAR,AMBAS,Larga Cola,10,1.0,0.0,3,LENGUA NO DETERMINADA,3
Argentina,2012,SIN IDENTIFICAR,AUTOR-EDITOR,Top 10%,1,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,SIN IDENTIFICAR,AUTOR-EDITOR,10% - 20%,2,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,SIN IDENTIFICAR,EDITORIAL COMERCIAL,Top 10%,1,49.5,34.65,2,LENGUA NO DETERMINADA,99
Argentina,2012,SIN IDENTIFICAR,EDITORIAL COMERCIAL,10% - 20%,2,10.0,5.66,2,LENGUA NO DETERMINADA,20
Argentina,2012,SIN IDENTIFICAR,EDITORIAL COMERCIAL,20% - 30%,3,5.0,1.41,2,LENGUA NO DETERMINADA,10
Argentina,2012,SIN IDENTIFICAR,EDITORIAL COMERCIAL,30% - 40%,4,2.5,0.71,2,LENGUA NO DETERMINADA,5
Argentina,2012,SIN IDENTIFICAR,EDITORIAL COMERCIAL,40% - 50%,5,2.0,0.0,2,LENGUA NO DETERMINADA,4
Argentina,2012,SIN IDENTIFICAR,EDITORIAL COMERCIAL,50% - 60%,6,2.0,0.0,2,LENGUA NO DETERMINADA,4
Argentina,2012,SIN IDENTIFICAR,EDITORIAL COMERCIAL,60% - 70%,7,1.0,0.0,2,LENGUA NO DETERMINADA,2
Argentina,2012,SIN IDENTIFICAR,EDITORIAL COMERCIAL,70% - 80%,8,1.0,0.0,2,LENGUA NO DETERMINADA,2
Argentina,2012,SIN IDENTIFICAR,EDITORIAL COMERCIAL,80% - 90%,9,1.0,0.0,2,LENGUA NO DETERMINADA,2
Argentina,2012,SIN IDENTIFICAR,EDITORIAL COMERCIAL,Larga Cola,10,1.0,0.0,3,LENGUA NO DETERMINADA,3
Argentina,2012,SIN IDENTIFICAR,ENTIDAD PRIVADA NO EDITORIAL,Top 10%,1,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,SIN IDENTIFICAR,ENTIDAD PRIVADA NO EDITORIAL,10% - 20%,2,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,SIN IDENTIFICAR,ENTIDAD PRIVADA NO EDITORIAL,20% - 30%,3,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,SIN IDENTIFICAR,ENTIDAD PRIVADA NO EDITORIAL,30% - 40%,4,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,SIN IDENTIFICAR,ENTIDAD PRIVADA NO EDITORIAL,40% - 50%,5,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,SIN IDENTIFICAR,OTROS,Top 10%,1,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,SIN IDENTIFICAR,TODOS,Top 10%,1,49.5,34.65,2,LENGUA NO DETERMINADA,99
Argentina,2012,SIN IDENTIFICAR,TODOS,10% - 20%,2,8.67,4.62,3,LENGUA NO DETERMINADA,26
Argentina,2012,SIN IDENTIFICAR,TODOS,20% - 30%,3,3.0,1.0,3,LENGUA NO DETERMINADA,9
Argentina,2012,SIN IDENTIFICAR,TODOS,30% - 40%,4,2.0,0.0,3,LENGUA NO DETERMINADA,6
Argentina,2012,SIN IDENTIFICAR,TODOS,40% - 50%,5,1.33,0.58,3,LENGUA NO DETERMINADA,4
Argentina,2012,SIN IDENTIFICAR,TODOS,50% - 60%,6,1.0,0.0,3,LENGUA NO DETERMINADA,3
Argentina,2012,SIN IDENTIFICAR,TODOS,60% - 70%,7,1.0,0.0,3,LENGUA NO DETERMINADA,3
Argentina,2012,SIN IDENTIFICAR,TODOS,70% - 80%,8,1.0,0.0,3,LENGUA NO DETERMINADA,3
Argentina,2012,SIN IDENTIFICAR,TODOS,80% - 90%,9,1.0,0.0,3,LENGUA NO DETERMINADA,3
Argentina,2012,SIN IDENTIFICAR,TODOS,Larga Cola,10,1.0,0.0,3,LENGUA NO DETERMINADA,3
Argentina,2012,TODOS,AMBAS,Top 10%,1,76.18,67.44,11,LENGUA NO DETERMINADA,838
Argentina,2012,TODOS,AMBAS,10% - 20%,2,12.5,4.56,12,LENGUA NO DETERMINADA,150
Argentina,2012,TODOS,AMBAS,20% - 30%,3,6.45,0.93,11,LENGUA NO DETERMINADA,71
Argentina,2012,TODOS,AMBAS,30% - 40%,4,4.17,0.72,12,LENGUA NO DETERMINADA,50
Argentina,2012,TODOS,AMBAS,40% - 50%,5,3.0,0.0,11,LENGUA NO DETERMINADA,33
Argentina,2012,TODOS,AMBAS,50% - 60%,6,2.0,0.0,12,LENGUA NO DETERMINADA,24
Argentina,2012,TODOS,AMBAS,60% - 70%,7,1.36,0.5,11,LENGUA NO DETERMINADA,15
Argentina,2012,TODOS,AMBAS,70% - 80%,8,1.0,0.0,12,LENGUA NO DETERMINADA,12
Argentina,2012,TODOS,AMBAS,80% - 90%,9,1.0,0.0,11,LENGUA NO DETERMINADA,11
Argentina,2012,TODOS,AMBAS,Larga Cola,10,1.0,0.0,12,LENGUA NO DETERMINADA,12
Argentina,2012,TODOS,AUTOR-EDITOR,Top 10%,1,2.0,0.0,1,LENGUA NO DETERMINADA,2
Argentina,2012,TODOS,AUTOR-EDITOR,10% - 20%,2,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,TODOS,AUTOR-EDITOR,20% - 30%,3,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,TODOS,AUTOR-EDITOR,30% - 40%,4,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,TODOS,AUTOR-EDITOR,40% - 50%,5,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,TODOS,AUTOR-EDITOR,50% - 60%,6,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,TODOS,AUTOR-EDITOR,60% - 70%,7,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,TODOS,EDITORIAL COMERCIAL,Top 10%,1,81.1,68.97,10,LENGUA NO DETERMINADA,811
Argentina,2012,TODOS,EDITORIAL COMERCIAL,10% - 20%,2,14.64,5.9,11,LENGUA NO DETERMINADA,161
Argentina,2012,TODOS,EDITORIAL COMERCIAL,20% - 30%,3,6.73,0.9,11,LENGUA NO DETERMINADA,74
Argentina,2012,TODOS,EDITORIAL COMERCIAL,30% - 40%,4,4.45,0.52,11,LENGUA NO DETERMINADA,49
Argentina,2012,TODOS,EDITORIAL COMERCIAL,40% - 50%,5,3.0,0.0,11,LENGUA NO DETERMINADA,33
Argentina,2012,TODOS,EDITORIAL COMERCIAL,50% - 60%,6,2.1,0.32,10,LENGUA NO DETERMINADA,21
Argentina,2012,TODOS,EDITORIAL COMERCIAL,60% - 70%,7,1.55,0.52,11,LENGUA NO DETERMINADA,17
Argentina,2012,TODOS,EDITORIAL COMERCIAL,70% - 80%,8,1.0,0.0,11,LENGUA NO DETERMINADA,11
Argentina,2012,TODOS,EDITORIAL COMERCIAL,80% - 90%,9,1.0,0.0,11,LENGUA NO DETERMINADA,11
Argentina,2012,TODOS,EDITORIAL COMERCIAL,Larga Cola,10,1.0,0.0,11,LENGUA NO DETERMINADA,11
Argentina,2012,TODOS,EDITORIAL UNIVERSITARIA,Top 10%,1,8.0,0.0,1,LENGUA NO DETERMINADA,8
Argentina,2012,TODOS,EDITORIAL UNIVERSITARIA,10% - 20%,2,3.0,0.0,1,LENGUA NO DETERMINADA,3
Argentina,2012,TODOS,EDITORIAL UNIVERSITARIA,20% - 30%,3,2.0,0.0,1,LENGUA NO DETERMINADA,2
Argentina,2012,TODOS,EDITORIAL UNIVERSITARIA,30% - 40%,4,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,TODOS,EDITORIAL UNIVERSITARIA,40% - 50%,5,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,TODOS,EDITORIAL UNIVERSITARIA,50% - 60%,6,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,TODOS,EDITORIAL UNIVERSITARIA,60% - 70%,7,1.0,0.0,1,LENGUA NO DETERMINADA,1
Argentina,2012,TODOS,ENTIDAD PRIVADA NO EDITORIAL,Top 10%,1,8.75,2.36,4,LENGUA NO DETERMINADA,35
Argentina,2012,TODOS,ENTIDAD PRIVADA NO EDITORIAL,10% - 20%,2,3.75,0.5,4,LENGUA NO DETERMINADA,15
Argentina,2012,TODOS,ENTIDAD PRIVADA NO EDITORIAL,20% - 30%,3,2.25,0.5,4,LENGUA NO DETERMINADA,9
Argentina,2012,TODOS,ENTIDAD PRIVADA NO EDITORIAL,30% - 40%,4,1.25,0.5,4,LENGUA NO DETERMINADA,5
Argentina,2012,TODOS,ENTIDAD PRIVADA NO EDITORIAL,40% - 50%,5,1.0,0.0,4,LENGUA NO DETERMINADA,4
Argentina,2012,TODOS,ENTIDAD PRIVADA NO EDITORIAL,50% - 60%,6,1.0,0.0,4,LENGUA NO DETERMINADA,4
Argentina,2012,TODOS,ENTIDAD PRIVADA NO EDITORIAL,60% - 70%,7,1.0,0.0,4,LENGUA NO DETERMINADA,4
Argentina,2012,TODOS,ENTIDAD PRIVADA NO EDITORIAL,70% - 80%,8,1.0,0.0,4,LENGUA NO DETERMINADA,4
Argentina,2012,TODOS,ENTIDAD PRIVADA NO EDITORIAL,80% - 90%,9,1.0,0.0,4,LENGUA NO DETERMINADA,4
Argentina,2012,TODOS,ENTIDAD PRIVADA NO EDITORIAL,Larga Cola,10,1.0,0.0,4,LENGUA NO DETERMINADA,4
Argentina,2012,TODOS,OTROS,Top 10%,1,4.0,0.0,1,LENGUA NO DETERMINADA,4
Argentina,2012,TODOS,OTROS,10% - 20%,2,2.0,0.0,1,LENGUA NO DETERMINADA,2
Argentina,2012,TODOS,TODOS,Top 10%,1,57.56,62.05,16,LENGUA NO DETERMINADA,921
Argentina,2012,TODOS,TODOS,10% - 20%,2,8.62,1.78,16,LENGUA NO DETERMINADA,138
Argentina,2012,TODOS,TODOS,20% - 30%,3,4.88,0.86,17,LENGUA NO DETERMINADA,83
Argentina,2012,TODOS,TODOS,30% - 40%,4,3.19,0.4,16,LENGUA NO DETERMINADA,51
Argentina,2012,TODOS,TODOS,40% - 50%,5,2.12,0.33,17,LENGUA NO DETERMINADA,36
