PAIS,ANO,DEWEY PRINCIPAL,TIPO_AGENTE,DECILE_LABEL,DECILE_ORDER,PROMEDIO_REGISTROS,DESVIACION_ESTANDAR,CANTIDAD_EDITORIALES,IDIOMA_ORIGEN,CANTIDAD_OBRAS_IDIOMA
Costa Rica,2020,TODOS,TODOS,50% - 60%,6,1.5,0.71,2,INGLÉS,1
Costa Rica,2020,TODOS,TODOS,60% - 70%,7,1.0,0.0,2,ESPAÑOL,2
Costa Rica,2020,TODOS,TODOS,70% - 80%,8,1.0,0.0,2,CHINO,1
Costa Rica,2020,TODOS,TODOS,70% - 80%,8,1.0,0.0,2,ESPAÑOL,1
Costa Rica,2020,TODOS,TODOS,80% - 90%,9,1.0,0.0,2,ESPAÑOL,1
Costa Rica,2020,TODOS,TODOS,80% - 90%,9,1.0,0.0,2,FRANCÉS,1
Costa Rica,2020,TODOS,TODOS,Larga Cola,10,1.0,0.0,2,ESPAÑOL,1
Costa Rica,2020,TODOS,TODOS,Larga Cola,10,1.0,0.0,2,INGLÉS,1
Costa Rica,2021,000 - Generalidades,AUTOR-EDITOR,Top 10%,1,1.0,0.0,1,INGLÉS,1
Costa Rica,2021,000 - Generalidades,TODOS,Top 10%,1,1.0,0.0,1,INGLÉS,1
Costa Rica,2021,100 - Filosofía y psicología,AMBAS,Top 10%,1,1.0,0.0,1,INGLÉS,1
Costa Rica,2021,100 - Filosofía y psicología,AMBAS,10% - 20%,2,1.0,0.0,1,ESPAÑOL,1
Costa Rica,2021,100 - Filosofía y psicología,AUTOR-EDITOR,Top 10%,1,1.0,0.0,1,ESPAÑOL,1
Costa Rica,2021,100 - Filosofía y psicología,EDITORIAL UNIVERSITARIA,Top 10%,1,1.0,0.0,1,INGLÉS,1
Costa Rica,2021,100 - Filosofía y psicología,EDITORIAL UNIVERSITARIA,10% - 20%,2,1.0,0.0,1,ESPAÑOL,1
Costa Rica,2021,100 - Filosofía y psicología,TODOS,Top 10%,1,1.0,0.0,1,ESPAÑOL,1
Costa Rica,2021,100 - Filosofía y psicología,TODOS,10% - 20%,2,1.0,0.0,1,INGLÉS,1
Costa Rica,2021,100 - Filosofía y psicología,TODOS,20% - 30%,3,1.0,0.0,1,ESPAÑOL,1
Costa Rica,2021,200 - Religión,AUTOR-EDITOR,Top 10%,1,1.0,0.0,1,ESPAÑOL,1
Costa Rica,2021,200 - Religión,ENTIDAD PRIVADA NO EDITORIAL,Top 10%,1,22.0,0.0,1,INGLÉS,22
Costa Rica,2021,200 - Religión,ENTIDAD PRIVADA NO EDITORIAL,10% - 20%,2,1.0,0.0,1,INGLÉS,1
Costa Rica,2021,200 - Religión,ENTIDAD PRIVADA NO EDITORIAL,20% - 30%,3,1.0,0.0,1,ESPAÑOL,1
Costa Rica,2021,200 - Religión,TODOS,Top 10%,1,22.0,0.0,1,INGLÉS,22
Costa Rica,2021,200 - Religión,TODOS,10% - 20%,2,1.0,0.0,1,INGLÉS,1
Costa Rica,2021,200 - Religión,TODOS,20% - 30%,3,1.0,0.0,1,ESPAÑOL,1
Costa Rica,2021,200 - Religión,TODOS,30% - 40%,4,1.0,0.0,1,ESPAÑOL,1
Costa Rica,2021,300 - Ciencias sociales,AMBAS,Top 10%,1,2.0,0.0,1,PORTUGUÉS,2
Costa Rica,2021,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,Top 10%,1,2.0,0.0,1,PORTUGUÉS,2
Costa Rica,2021,300 - Ciencias sociales,ENTIDAD PRIVADA NO EDITORIAL,Top 10%,1,2.0,0.0,1,ESPAÑOL,2
Costa Rica,2021,300 - Ciencias sociales,ENTIDAD PRIVADA NO EDITORIAL,10% - 20%,2,1.0,0.0,1,ESPAÑOL,1
Costa Rica,2021,300 - Ciencias sociales,TODOS,Top 10%,1,2.0,0.0,1,ESPAÑOL,2
Costa Rica,2021,300 - Ciencias sociales,TODOS,10% - 20%,2,2.0,0.0,1,PORTUGUÉS,2
Costa Rica,2021,300 - Ciencias sociales,TODOS,20% - 30%,3,1.0,0.0,1,ESPAÑOL,1
Costa Rica,2021,500 - Ciencias naturales y matemáticas,AMBAS,Top 10%,1,1.0,0.0,1,ESPAÑOL,1
Costa Rica,2021,500 - Ciencias naturales y matemáticas,AMBAS,10% - 20%,2,1.0,0.0,1,INGLÉS,1
Costa Rica,2021,500 - Ciencias naturales y matemáticas,EDITORIAL UNIVERSITARIA,Top 10%,1,1.0,0.0,1,ESPAÑOL,1
Costa Rica,2021,500 - Ciencias naturales y matemáticas,EDITORIAL UNIVERSITARIA,10% - 20%,2,1.0,0.0,1,INGLÉS,1
Costa Rica,2021,500 - Ciencias naturales y matemáticas,ENTIDAD PRIVADA NO EDITORIAL,Top 10%,1,1.0,0.0,1,INGLÉS,1
Costa Rica,2021,500 - Ciencias naturales y matemáticas,TODOS,Top 10%,1,1.0,0.0,1,INGLÉS,1
Costa Rica,2021,500 - Ciencias naturales y matemáticas,TODOS,10% - 20%,2,1.0,0.0,1,ESPAÑOL,1
Costa Rica,2021,500 - Ciencias naturales y matemáticas,TODOS,20% - 30%,3,1.0,0.0,1,INGLÉS,1
Costa Rica,2021,600 - Tecnología (Ciencias aplicadas),ENTIDAD PRIVADA NO EDITORIAL,Top 10%,1,4.0,0.0,1,ESPAÑOL,4
Costa Rica,2021,600 - Tecnología (Ciencias aplicadas),OTROS,Top 10%,1,1.0,0.0,1,ESPAÑOL,1
Costa Rica,2021,600 - Tecnología (Ciencias aplicadas),TODOS,Top 10%,1,4.0,0.0,1,ESPAÑOL,4
Costa Rica,2021,600 - Tecnología (Ciencias aplicadas),TODOS,10% - 20%,2,1.0,0.0,1,ESPAÑOL,1
Costa Rica,2021,700 - Las Artes Bellas artes y artes decorativas,ENTIDAD PRIVADA NO EDITORIAL,Top 10%,1,2.0,0.0,1,INGLÉS,2
Costa Rica,2021,700 - Las Artes Bellas artes y artes decorativas,TODOS,Top 10%,1,2.0,0.0,1,INGLÉS,2
Costa Rica,2021,800 - Literatura y retórica,AMBAS,Top 10%,1,3.0,0.0,1,ESPAÑOL,3
Costa Rica,2021,800 - Literatura y retórica,AMBAS,10% - 20%,2,1.0,0.0,1,ESPAÑOL,1
Costa Rica,2021,800 - Literatura y retórica,AMBAS,20% - 30%,3,1.0,0.0,1,FRANCÉS,1
Costa Rica,2021,800 - Literatura y retórica,AMBAS,30% - 40%,4,1.0,0.0,1,CHINO,1
Costa Rica,2021,800 - Literatura y retórica,AUTOR-EDITOR,Top 10%,1,2.0,0.0,1,ESPAÑOL,2
Costa Rica,2021,800 - Literatura y retórica,AUTOR-EDITOR,10% - 20%,2,1.0,0.0,1,INGLÉS,1
Costa Rica,2021,800 - Literatura y retórica,EDITORIAL COMERCIAL,Top 10%,1,3.0,0.0,1,ESPAÑOL,3
Costa Rica,2021,800 - Literatura y retórica,EDITORIAL COMERCIAL,10% - 20%,2,1.0,0.0,1,ESPAÑOL,1
Costa Rica,2021,800 - Literatura y retórica,EDITORIAL COMERCIAL,20% - 30%,3,1.0,0.0,1,FRANCÉS,1
Costa Rica,2021,800 - Literatura y retórica,EDITORIAL UNIVERSITARIA,Top 10%,1,1.0,0.0,1,CHINO,1
Costa Rica,2021,800 - Literatura y retórica,ENTIDAD PRIVADA NO EDITORIAL,Top 10%,1,1.0,0.0,1,ESPAÑOL,1
Costa Rica,2021,800 - Literatura y retórica,ENTIDAD PRIVADA NO EDITORIAL,10% - 20%,2,1.0,0.0,1,ESPAÑOL,1
Costa Rica,2021,800 - Literatura y retórica,TODOS,Top 10%,1,3.0,0.0,1,ESPAÑOL,3
Costa Rica,2021,800 - Literatura y retórica,TODOS,10% - 20%,2,2.0,0.0,1,ESPAÑOL,2
Costa Rica,2021,800 - Literatura y retórica,TODOS,20% - 30%,3,1.0,0.0,1,ESPAÑOL,1
Costa Rica,2021,800 - Literatura y retórica,TODOS,30% - 40%,4,1.0,0.0,1,ESPAÑOL,1
Costa Rica,2021,800 - Literatura y retórica,TODOS,40% - 50%,5,1.0,0.0,1,INGLÉS,1
Costa Rica,2021,800 - Literatura y retórica,TODOS,50% - 60%,6,1.0,0.0,1,FRANCÉS,1
Costa Rica,2021,800 - Literatura y retórica,TODOS,60% - 70%,7,1.0,0.0,1,ESPAÑOL,1
Costa Rica,2021,800 - Literatura y retórica,TODOS,70% - 80%,8,1.0,0.0,1,CHINO,1
Costa Rica,2021,SIN IDENTIFICAR,AUTOR-EDITOR,Top 10%,1,1.0,0.0,1,ESPAÑOL,1
Costa Rica,2021,SIN IDENTIFICAR,TODOS,Top 10%,1,1.0,0.0,1,ESPAÑOL,1
Costa Rica,2021,TODOS,AMBAS,Top 10%,1,3.0,0.0,1,ESPAÑOL,3
Costa Rica,2021,TODOS,AMBAS,10% - 20%,2,2.0,0.0,1,PORTUGUÉS,2
Costa Rica,2021,TODOS,AMBAS,20% - 30%,3,1.0,0.0,1,INGLÉS,1
Costa Rica,2021,TODOS,AMBAS,30% - 40%,4,1.0,0.0,1,ESPAÑOL,1
Costa Rica,2021,TODOS,AMBAS,40% - 50%,5,1.0,0.0,1,ESPAÑOL,1
Costa Rica,2021,TODOS,AMBAS,50% - 60%,6,1.0,0.0,1,ESPAÑOL,1
Costa Rica,2021,TODOS,AMBAS,60% - 70%,7,1.0,0.0,1,FRANCÉS,1
Costa Rica,2021,TODOS,AMBAS,70% - 80%,8,1.0,0.0,1,CHINO,1
Costa Rica,2021,TODOS,AMBAS,80% - 90%,9,1.0,0.0,1,INGLÉS,1
Costa Rica,2021,TODOS,AUTOR-EDITOR,Top 10%,1,2.0,0.0,1,ESPAÑOL,2
Costa Rica,2021,TODOS,AUTOR-EDITOR,10% - 20%,2,1.0,0.0,1,ESPAÑOL,1
Costa Rica,2021,TODOS,AUTOR-EDITOR,20% - 30%,3,1.0,0.0,1,INGLÉS,1
Costa Rica,2021,TODOS,AUTOR-EDITOR,30% - 40%,4,1.0,0.0,1,ESPAÑOL,1
Costa Rica,2021,TODOS,AUTOR-EDITOR,40% - 50%,5,1.0,0.0,1,ESPAÑOL,1
Costa Rica,2021,TODOS,AUTOR-EDITOR,50% - 60%,6,1.0,0.0,1,INGLÉS,1
Costa Rica,2021,TODOS,EDITORIAL COMERCIAL,Top 10%,1,3.0,0.0,1,ESPAÑOL,3
Costa Rica,2021,TODOS,EDITORIAL COMERCIAL,10% - 20%,2,1.0,0.0,1,ESPAÑOL,1
Costa Rica,2021,TODOS,EDITORIAL COMERCIAL,20% - 30%,3,1.0,0.0,1,FRANCÉS,1
Costa Rica,2021,TODOS,EDITORIAL UNIVERSITARIA,Top 10%,1,2.0,0.0,1,PORTUGUÉS,2
Costa Rica,2021,TODOS,EDITORIAL UNIVERSITARIA,10% - 20%,2,1.0,0.0,1,INGLÉS,1
Costa Rica,2021,TODOS,EDITORIAL UNIVERSITARIA,20% - 30%,3,1.0,0.0,1,ESPAÑOL,1
Costa Rica,2021,TODOS,EDITORIAL UNIVERSITARIA,30% - 40%,4,1.0,0.0,1,ESPAÑOL,1
Costa Rica,2021,TODOS,EDITORIAL UNIVERSITARIA,40% - 50%,5,1.0,0.0,1,CHINO,1
Costa Rica,2021,TODOS,EDITORIAL UNIVERSITARIA,50% - 60%,6,1.0,0.0,1,INGLÉS,1
Costa Rica,2021,TODOS,ENTIDAD PRIVADA NO EDITORIAL,Top 10%,1,22.0,0.0,1,INGLÉS,22
Costa Rica,2021,TODOS,ENTIDAD PRIVADA NO EDITORIAL,10% - 20%,2,5.0,0.0,1,ESPAÑOL,4
Costa Rica,2021,TODOS,ENTIDAD PRIVADA NO EDITORIAL,10% - 20%,2,5.0,0.0,1,INGLÉS,1
Costa Rica,2021,TODOS,ENTIDAD PRIVADA NO EDITORIAL,20% - 30%,3,2.0,0.0,1,ESPAÑOL,2
Costa Rica,2021,TODOS,ENTIDAD PRIVADA NO EDITORIAL,30% - 40%,4,2.0,0.0,1,INGLÉS,2
Costa Rica,2021,TODOS,ENTIDAD PRIVADA NO EDITORIAL,40% - 50%,5,1.0,0.0,1,ESPAÑOL,1
Costa Rica,2021,TODOS,ENTIDAD PRIVADA NO EDITORIAL,50% - 60%,6,1.0,0.0,1,INGLÉS,1
Costa Rica,2021,TODOS,ENTIDAD PRIVADA NO EDITORIAL,60% - 70%,7,1.0,0.0,1,ESPAÑOL,1
Costa Rica,2021,TODOS,ENTIDAD PRIVADA NO EDITORIAL,70% - 80%,8,1.0,0.0,1,ESPAÑOL,1
Costa Rica,2021,TODOS,ENTIDAD PRIVADA NO EDITORIAL,80% - 90%,9,1.0,0.0,1,ESPAÑOL,1
Costa Rica,2021,TODOS,OTROS,Top 10%,1,1.0,0.0,1,ESPAÑOL,1
Costa Rica,2021,TODOS,TODOS,Top 10%,1,13.5,12.02,2,ESPAÑOL,4
Costa Rica,2021,TODOS,TODOS,Top 10%,1,13.5,12.02,2,INGLÉS,23
Costa Rica,2021,TODOS,TODOS,10% - 20%,2,2.33,0.58,3,ESPAÑOL,7
Costa Rica,2021,TODOS,TODOS,20% - 30%,3,2.0,0.0,2,INGLÉS,2
Costa Rica,2021,TODOS,TODOS,20% - 30%,3,2.0,0.0,2,PORTUGUÉS,2
Costa Rica,2021,TODOS,TODOS,30% - 40%,4,1.0,0.0,3,ESPAÑOL,2
Costa Rica,2021,TODOS,TODOS,30% - 40%,4,1.0,0.0,3,INGLÉS,1
Costa Rica,2021,TODOS,TODOS,40% - 50%,5,1.0,0.0,2,ESPAÑOL,1
Costa Rica,2021,TODOS,TODOS,40% - 50%,5,1.0,0.0,2,INGLÉS,1
Costa Rica,2021,TODOS,TODOS,50% - 60%,6,1.0,0.0,3,ESPAÑOL,2
Costa Rica,2021,TODOS,TODOS,50% - 60%,6,1.0,0.0,3,INGLÉS,1
Costa Rica,2021,TODOS,TODOS,60% - 70%,7,1.0,0.0,2,ESPAÑOL,1
Costa Rica,2021,TODOS,TODOS,60% - 70%,7,1.0,0.0,2,FRANCÉS,1
Costa Rica,2021,TODOS,TODOS,70% - 80%,8,1.0,0.0,3,ESPAÑOL,3
Costa Rica,2021,TODOS,TODOS,80% - 90%,9,1.0,0.0,2,ESPAÑOL,2
Costa Rica,2021,TODOS,TODOS,Larga Cola,10,1.0,0.0,3,CHINO,1
Costa Rica,2021,TODOS,TODOS,Larga Cola,10,1.0,0.0,3,INGLÉS,2
Costa Rica,2022,000 - Generalidades,AMBAS,Top 10%,1,3.0,0.0,1,INGLÉS,3
Costa Rica,2022,000 - Generalidades,EDITORIAL COMERCIAL,Top 10%,1,3.0,0.0,1,INGLÉS,3
Costa Rica,2022,000 - Generalidades,ENTIDAD PRIVADA NO EDITORIAL,Top 10%,1,3.0,0.0,1,ESPAÑOL,3
Costa Rica,2022,000 - Generalidades,ENTIDAD PRIVADA NO EDITORIAL,10% - 20%,2,1.0,0.0,1,ESPAÑOL,1
Costa Rica,2022,000 - Generalidades,TODOS,Top 10%,1,3.0,0.0,1,INGLÉS,3
Costa Rica,2022,000 - Generalidades,TODOS,10% - 20%,2,3.0,0.0,1,ESPAÑOL,3
Costa Rica,2022,000 - Generalidades,TODOS,20% - 30%,3,1.0,0.0,1,ESPAÑOL,1
Costa Rica,2022,100 - Filosofía y psicología,AMBAS,Top 10%,1,1.0,0.0,1,INGLÉS,1
Costa Rica,2022,100 - Filosofía y psicología,AMBAS,10% - 20%,2,1.0,0.0,1,ALEMÁN,1
Costa Rica,2022,100 - Filosofía y psicología,EDITORIAL UNIVERSITARIA,Top 10%,1,1.0,0.0,1,INGLÉS,1
Costa Rica,2022,100 - Filosofía y psicología,EDITORIAL UNIVERSITARIA,10% - 20%,2,1.0,0.0,1,ALEMÁN,1
Costa Rica,2022,100 - Filosofía y psicología,TODOS,Top 10%,1,1.0,0.0,1,INGLÉS,1
Costa Rica,2022,100 - Filosofía y psicología,TODOS,10% - 20%,2,1.0,0.0,1,ALEMÁN,1
Costa Rica,2022,200 - Religión,AMBAS,Top 10%,1,1.0,0.0,1,INGLÉS,1
Costa Rica,2022,200 - Religión,AMBAS,10% - 20%,2,1.0,0.0,1,FRANCÉS,1
Costa Rica,2022,200 - Religión,AUTOR-EDITOR,Top 10%,1,2.0,0.0,1,INGLÉS,2
Costa Rica,2022,200 - Religión,AUTOR-EDITOR,10% - 20%,2,1.0,0.0,1,INGLÉS,1
Costa Rica,2022,200 - Religión,EDITORIAL COMERCIAL,Top 10%,1,1.0,0.0,1,INGLÉS,1
Costa Rica,2022,200 - Religión,EDITORIAL UNIVERSITARIA,Top 10%,1,1.0,0.0,1,FRANCÉS,1
Costa Rica,2022,200 - Religión,ENTIDAD PRIVADA NO EDITORIAL,Top 10%,1,23.0,0.0,1,INGLÉS,23
Costa Rica,2022,200 - Religión,TODOS,Top 10%,1,23.0,0.0,1,INGLÉS,23
Costa Rica,2022,200 - Religión,TODOS,10% - 20%,2,2.0,0.0,1,INGLÉS,2
Costa Rica,2022,200 - Religión,TODOS,20% - 30%,3,1.0,0.0,1,INGLÉS,1
Costa Rica,2022,200 - Religión,TODOS,30% - 40%,4,1.0,0.0,1,INGLÉS,1
Costa Rica,2022,200 - Religión,TODOS,40% - 50%,5,1.0,0.0,1,FRANCÉS,1
Costa Rica,2022,300 - Ciencias sociales,AMBAS,Top 10%,1,2.0,0.0,1,ESPAÑOL,2
Costa Rica,2022,300 - Ciencias sociales,AMBAS,10% - 20%,2,1.0,0.0,1,ESPAÑOL,1
Costa Rica,2022,300 - Ciencias sociales,AMBAS,20% - 30%,3,1.0,0.0,1,ITALIANO,1
Costa Rica,2022,300 - Ciencias sociales,AUTOR-EDITOR,Top 10%,1,1.0,0.0,1,INGLÉS,1
Costa Rica,2022,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,Top 10%,1,2.0,0.0,1,ESPAÑOL,2
Costa Rica,2022,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,10% - 20%,2,1.0,0.0,1,ESPAÑOL,1
Costa Rica,2022,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,20% - 30%,3,1.0,0.0,1,ITALIANO,1
Costa Rica,2022,300 - Ciencias sociales,ENTIDAD PRIVADA NO EDITORIAL,Top 10%,1,4.0,0.0,1,ESPAÑOL,4
Costa Rica,2022,300 - Ciencias sociales,ENTIDAD PRIVADA NO EDITORIAL,10% - 20%,2,2.0,0.0,1,ESPAÑOL,2
Costa Rica,2022,300 - Ciencias sociales,ENTIDAD PRIVADA NO EDITORIAL,20% - 30%,3,1.0,0.0,1,INGLÉS,1
Costa Rica,2022,300 - Ciencias sociales,ENTIDAD PÚBLICA,Top 10%,1,1.0,0.0,1,ESPAÑOL,1
Costa Rica,2022,300 - Ciencias sociales,TODOS,Top 10%,1,4.0,0.0,1,ESPAÑOL,4
Costa Rica,2022,300 - Ciencias sociales,TODOS,10% - 20%,2,2.0,0.0,1,ESPAÑOL,2
Costa Rica,2022,300 - Ciencias sociales,TODOS,20% - 30%,3,2.0,0.0,1,ESPAÑOL,2
Costa Rica,2022,300 - Ciencias sociales,TODOS,30% - 40%,4,1.0,0.0,1,INGLÉS,1
Costa Rica,2022,300 - Ciencias sociales,TODOS,40% - 50%,5,1.0,0.0,1,ESPAÑOL,1
Costa Rica,2022,300 - Ciencias sociales,TODOS,50% - 60%,6,1.0,0.0,1,ESPAÑOL,1
Costa Rica,2022,300 - Ciencias sociales,TODOS,60% - 70%,7,1.0,0.0,1,INGLÉS,1
Costa Rica,2022,300 - Ciencias sociales,TODOS,70% - 80%,8,1.0,0.0,1,ITALIANO,1
Costa Rica,2022,600 - Tecnología (Ciencias aplicadas),ENTIDAD PRIVADA NO EDITORIAL,Top 10%,1,2.0,0.0,1,ESPAÑOL,2
Costa Rica,2022,600 - Tecnología (Ciencias aplicadas),OTROS,Top 10%,1,1.0,0.0,1,INGLÉS,1
Costa Rica,2022,600 - Tecnología (Ciencias aplicadas),TODOS,Top 10%,1,2.0,0.0,1,ESPAÑOL,2
Costa Rica,2022,600 - Tecnología (Ciencias aplicadas),TODOS,10% - 20%,2,1.0,0.0,1,INGLÉS,1
Costa Rica,2022,700 - Las Artes Bellas artes y artes decorativas,ENTIDAD PÚBLICA,Top 10%,1,1.0,0.0,1,ESPAÑOL,1
Costa Rica,2022,700 - Las Artes Bellas artes y artes decorativas,ENTIDAD PÚBLICA,10% - 20%,2,1.0,0.0,1,ESPAÑOL,1
Costa Rica,2022,700 - Las Artes Bellas artes y artes decorativas,TODOS,Top 10%,1,1.0,0.0,1,ESPAÑOL,1
Costa Rica,2022,700 - Las Artes Bellas artes y artes decorativas,TODOS,10% - 20%,2,1.0,0.0,1,ESPAÑOL,1
Costa Rica,2022,800 - Literatura y retórica,AMBAS,Top 10%,1,15.0,0.0,1,CHINO,1
Costa Rica,2022,800 - Literatura y retórica,AMBAS,Top 10%,1,15.0,0.0,1,ESPAÑOL,4
Costa Rica,2022,800 - Literatura y retórica,AMBAS,Top 10%,1,15.0,0.0,1,FRANCÉS,2
Costa Rica,2022,800 - Literatura y retórica,AMBAS,Top 10%,1,15.0,0.0,1,INGLÉS,8
Costa Rica,2022,800 - Literatura y retórica,AMBAS,10% - 20%,2,4.0,0.0,1,ESPAÑOL,4
Costa Rica,2022,800 - Literatura y retórica,AMBAS,20% - 30%,3,1.0,0.0,1,ESPAÑOL,1
Costa Rica,2022,800 - Literatura y retórica,AMBAS,30% - 40%,4,1.0,0.0,1,FRANCÉS,1
Costa Rica,2022,800 - Literatura y retórica,AMBAS,40% - 50%,5,1.0,0.0,1,PORTUGUÉS,1
Costa Rica,2022,800 - Literatura y retórica,AMBAS,50% - 60%,6,1.0,0.0,1,HINDÍ,1
Costa Rica,2022,800 - Literatura y retórica,AUTOR-EDITOR,Top 10%,1,3.0,0.0,1,ESPAÑOL,3
Costa Rica,2022,800 - Literatura y retórica,AUTOR-EDITOR,10% - 20%,2,2.0,0.0,1,ESPAÑOL,2
Costa Rica,2022,800 - Literatura y retórica,EDITORIAL COMERCIAL,Top 10%,1,4.0,0.0,1,ESPAÑOL,4
Costa Rica,2022,800 - Literatura y retórica,EDITORIAL COMERCIAL,10% - 20%,2,1.0,0.0,1,ESPAÑOL,1
Costa Rica,2022,800 - Literatura y retórica,EDITORIAL COMERCIAL,20% - 30%,3,1.0,0.0,1,FRANCÉS,1
Costa Rica,2022,800 - Literatura y retórica,EDITORIAL COMERCIAL,30% - 40%,4,1.0,0.0,1,PORTUGUÉS,1
Costa Rica,2022,800 - Literatura y retórica,EDITORIAL COMERCIAL,40% - 50%,5,1.0,0.0,1,HINDÍ,1
Costa Rica,2022,800 - Literatura y retórica,EDITORIAL UNIVERSITARIA,Top 10%,1,15.0,0.0,1,CHINO,1
Costa Rica,2022,800 - Literatura y retórica,EDITORIAL UNIVERSITARIA,Top 10%,1,15.0,0.0,1,ESPAÑOL,4
Costa Rica,2022,800 - Literatura y retórica,EDITORIAL UNIVERSITARIA,Top 10%,1,15.0,0.0,1,FRANCÉS,2
Costa Rica,2022,800 - Literatura y retórica,EDITORIAL UNIVERSITARIA,Top 10%,1,15.0,0.0,1,INGLÉS,8
Costa Rica,2022,800 - Literatura y retórica,ENTIDAD PRIVADA NO EDITORIAL,Top 10%,1,2.0,0.0,1,HINDÍ,1
Costa Rica,2022,800 - Literatura y retórica,ENTIDAD PRIVADA NO EDITORIAL,Top 10%,1,2.0,0.0,1,ÁRABE,1
Costa Rica,2022,800 - Literatura y retórica,TODOS,Top 10%,1,15.0,0.0,1,CHINO,1
Costa Rica,2022,800 - Literatura y retórica,TODOS,Top 10%,1,15.0,0.0,1,ESPAÑOL,4
Costa Rica,2022,800 - Literatura y retórica,TODOS,Top 10%,1,15.0,0.0,1,FRANCÉS,2
Costa Rica,2022,800 - Literatura y retórica,TODOS,Top 10%,1,15.0,0.0,1,INGLÉS,8
Costa Rica,2022,800 - Literatura y retórica,TODOS,10% - 20%,2,4.0,0.0,1,ESPAÑOL,4
Costa Rica,2022,800 - Literatura y retórica,TODOS,20% - 30%,3,3.0,0.0,1,ESPAÑOL,3
Costa Rica,2022,800 - Literatura y retórica,TODOS,30% - 40%,4,2.0,0.0,1,HINDÍ,1
Costa Rica,2022,800 - Literatura y retórica,TODOS,30% - 40%,4,2.0,0.0,1,ÁRABE,1
Costa Rica,2022,800 - Literatura y retórica,TODOS,40% - 50%,5,2.0,0.0,1,ESPAÑOL,2
Costa Rica,2022,800 - Literatura y retórica,TODOS,50% - 60%,6,1.0,0.0,1,ESPAÑOL,1
Costa Rica,2022,800 - Literatura y retórica,TODOS,60% - 70%,7,1.0,0.0,1,FRANCÉS,1
Costa Rica,2022,800 - Literatura y retórica,TODOS,70% - 80%,8,1.0,0.0,1,PORTUGUÉS,1
Costa Rica,2022,800 - Literatura y retórica,TODOS,80% - 90%,9,1.0,0.0,1,HINDÍ,1
Costa Rica,2022,900 - Geografía e historia,AMBAS,Top 10%,1,1.0,0.0,1,ESPAÑOL,1
Costa Rica,2022,900 - Geografía e historia,AUTOR-EDITOR,Top 10%,1,1.0,0.0,1,ESPAÑOL,1
Costa Rica,2022,900 - Geografía e historia,AUTOR-EDITOR,10% - 20%,2,1.0,0.0,1,ESPAÑOL,1
Costa Rica,2022,900 - Geografía e historia,EDITORIAL UNIVERSITARIA,Top 10%,1,1.0,0.0,1,ESPAÑOL,1
Costa Rica,2022,900 - Geografía e historia,TODOS,Top 10%,1,1.0,0.0,1,ESPAÑOL,1
Costa Rica,2022,900 - Geografía e historia,TODOS,10% - 20%,2,1.0,0.0,1,ESPAÑOL,1
Costa Rica,2022,900 - Geografía e historia,TODOS,20% - 30%,3,1.0,0.0,1,ESPAÑOL,1
Costa Rica,2022,SIN IDENTIFICAR,AUTOR-EDITOR,Top 10%,1,1.0,0.0,1,INGLÉS,1
Costa Rica,2022,SIN IDENTIFICAR,AUTOR-EDITOR,10% - 20%,2,1.0,0.0,1,ESPAÑOL,1
Costa Rica,2022,SIN IDENTIFICAR,TODOS,Top 10%,1,1.0,0.0,1,INGLÉS,1
Costa Rica,2022,SIN IDENTIFICAR,TODOS,10% - 20%,2,1.0,0.0,1,ESPAÑOL,1
Costa Rica,2022,TODOS,AMBAS,Top 10%,1,15.0,0.0,1,CHINO,1
Costa Rica,2022,TODOS,AMBAS,Top 10%,1,15.0,0.0,1,ESPAÑOL,4
Costa Rica,2022,TODOS,AMBAS,Top 10%,1,15.0,0.0,1,FRANCÉS,2
Costa Rica,2022,TODOS,AMBAS,Top 10%,1,15.0,0.0,1,INGLÉS,8
Costa Rica,2022,TODOS,AMBAS,10% - 20%,2,4.0,0.0,1,ESPAÑOL,4
Costa Rica,2022,TODOS,AMBAS,20% - 30%,3,2.5,0.71,2,ESPAÑOL,2
Costa Rica,2022,TODOS,AMBAS,20% - 30%,3,2.5,0.71,2,INGLÉS,3
Costa Rica,2022,TODOS,AMBAS,30% - 40%,4,2.0,0.0,1,ALEMÁN,1
Costa Rica,2022,TODOS,AMBAS,30% - 40%,4,2.0,0.0,1,FRANCÉS,1
Costa Rica,2022,TODOS,AMBAS,40% - 50%,5,1.0,0.0,2,ESPAÑOL,1
Costa Rica,2022,TODOS,AMBAS,40% - 50%,5,1.0,0.0,2,INGLÉS,1
Costa Rica,2022,TODOS,AMBAS,50% - 60%,6,1.0,0.0,1,INGLÉS,1
Costa Rica,2022,TODOS,AMBAS,60% - 70%,7,1.0,0.0,1,ESPAÑOL,1
Costa Rica,2022,TODOS,AMBAS,70% - 80%,8,1.0,0.0,2,FRANCÉS,1
Costa Rica,2022,TODOS,AMBAS,70% - 80%,8,1.0,0.0,2,PORTUGUÉS,1
Costa Rica,2022,TODOS,AMBAS,80% - 90%,9,1.0,0.0,1,ESPAÑOL,1
Costa Rica,2022,TODOS,AMBAS,Larga Cola,10,1.0,0.0,2,HINDÍ,1
