PAIS,ANO,DEWEY PRINCIPAL,ESTADO_TRADUCCION,TIPO_AGENTE,EDITORIAL,CANTIDAD
Argentina,2016,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,OTROS,OTROS,11
Argentina,2016,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,TODOS,OTROS,1720
Argentina,2016,700 - Las Artes Bellas artes y artes decorativas,TRADUCIDO,AMBAS,OTROS,42
Argentina,2016,700 - Las Artes Bellas artes y artes decorativas,TRADUCIDO,AUTOR-EDITOR,OTROS,1
Argentina,2016,700 - Las Artes Bellas artes y artes decorativas,TRADUCIDO,EDITORIAL COMERCIAL,OTROS,41
Argentina,2016,700 - Las Artes Bellas artes y artes decorativas,TRADUCIDO,TODOS,OTROS,56
Argentina,2016,800 - Literatura y retórica,NO TRADUCIDO,AMBAS,OTROS,4726
Argentina,2016,800 - Literatura y retórica,NO TRADUCIDO,AUTOR-EDITOR,OTROS,1478
Argentina,2016,800 - Literatura y retórica,NO TRADUCIDO,EDITORIAL COMERCIAL,OTROS,4500
Argentina,2016,800 - Literatura y retórica,NO TRADUCIDO,EDITORIAL UNIVERSITARIA,OTROS,116
Argentina,2016,800 - Literatura y retórica,NO TRADUCIDO,ENTIDAD PRIVADA NO EDITORIAL,OTROS,287
Argentina,2016,800 - Literatura y retórica,NO TRADUCIDO,ENTIDAD PÚBLICA,OTROS,33
Argentina,2016,800 - Literatura y retórica,NO TRADUCIDO,OTROS,OTROS,16
Argentina,2016,800 - Literatura y retórica,NO TRADUCIDO,TODOS,OTROS,6712
Argentina,2016,800 - Literatura y retórica,TRADUCIDO,AMBAS,OTROS,236
Argentina,2016,800 - Literatura y retórica,TRADUCIDO,AUTOR-EDITOR,OTROS,15
Argentina,2016,800 - Literatura y retórica,TRADUCIDO,EDITORIAL COMERCIAL,OTROS,219
Argentina,2016,800 - Literatura y retórica,TRADUCIDO,EDITORIAL UNIVERSITARIA,OTROS,1
Argentina,2016,800 - Literatura y retórica,TRADUCIDO,TODOS,OTROS,300
Argentina,2016,900 - Geografía e historia,NO TRADUCIDO,AMBAS,OTROS,890
Argentina,2016,900 - Geografía e historia,NO TRADUCIDO,AUTOR-EDITOR,OTROS,399
Argentina,2016,900 - Geografía e historia,NO TRADUCIDO,EDITORIAL COMERCIAL,OTROS,719
Argentina,2016,900 - Geografía e historia,NO TRADUCIDO,EDITORIAL UNIVERSITARIA,OTROS,113
Argentina,2016,900 - Geografía e historia,NO TRADUCIDO,ENTIDAD PRIVADA NO EDITORIAL,OTROS,166
Argentina,2016,900 - Geografía e historia,NO TRADUCIDO,ENTIDAD PÚBLICA,OTROS,20
Argentina,2016,900 - Geografía e historia,NO TRADUCIDO,OTROS,OTROS,15
Argentina,2016,900 - Geografía e historia,NO TRADUCIDO,TODOS,OTROS,1592
Argentina,2016,900 - Geografía e historia,TRADUCIDO,AMBAS,OTROS,29
Argentina,2016,900 - Geografía e historia,TRADUCIDO,AUTOR-EDITOR,OTROS,1
Argentina,2016,900 - Geografía e historia,TRADUCIDO,EDITORIAL COMERCIAL,OTROS,26
Argentina,2016,900 - Geografía e historia,TRADUCIDO,ENTIDAD PRIVADA NO EDITORIAL,OTROS,3
Argentina,2016,900 - Geografía e historia,TRADUCIDO,TODOS,OTROS,47
Argentina,2016,SIN IDENTIFICAR,NO TRADUCIDO,AMBAS,OTROS,58
Argentina,2016,SIN IDENTIFICAR,NO TRADUCIDO,AUTOR-EDITOR,OTROS,2
Argentina,2016,SIN IDENTIFICAR,NO TRADUCIDO,EDITORIAL COMERCIAL,OTROS,52
Argentina,2016,SIN IDENTIFICAR,NO TRADUCIDO,ENTIDAD PRIVADA NO EDITORIAL,OTROS,3
Argentina,2016,SIN IDENTIFICAR,NO TRADUCIDO,ENTIDAD PÚBLICA,OTROS,1
Argentina,2016,SIN IDENTIFICAR,NO TRADUCIDO,TODOS,OTROS,90
Argentina,2016,SIN IDENTIFICAR,TRADUCIDO,AMBAS,OTROS,2
Argentina,2016,SIN IDENTIFICAR,TRADUCIDO,EDITORIAL COMERCIAL,OTROS,1
Argentina,2016,SIN IDENTIFICAR,TRADUCIDO,TODOS,OTROS,3
Argentina,2017,000 - Generalidades,NO TRADUCIDO,AMBAS,OTROS,193
Argentina,2017,000 - Generalidades,NO TRADUCIDO,AUTOR-EDITOR,OTROS,95
Argentina,2017,000 - Generalidades,NO TRADUCIDO,EDITORIAL COMERCIAL,OTROS,145
Argentina,2017,000 - Generalidades,NO TRADUCIDO,EDITORIAL UNIVERSITARIA,OTROS,28
Argentina,2017,000 - Generalidades,NO TRADUCIDO,ENTIDAD PRIVADA NO EDITORIAL,OTROS,30
Argentina,2017,000 - Generalidades,NO TRADUCIDO,ENTIDAD PÚBLICA,OTROS,10
Argentina,2017,000 - Generalidades,NO TRADUCIDO,OTROS,OTROS,3
Argentina,2017,000 - Generalidades,NO TRADUCIDO,TODOS,OTROS,381
Argentina,2017,000 - Generalidades,TRADUCIDO,AMBAS,OTROS,4
Argentina,2017,000 - Generalidades,TRADUCIDO,EDITORIAL COMERCIAL,OTROS,3
Argentina,2017,000 - Generalidades,TRADUCIDO,TODOS,OTROS,8
Argentina,2017,100 - Filosofía y psicología,NO TRADUCIDO,AMBAS,OTROS,515
Argentina,2017,100 - Filosofía y psicología,NO TRADUCIDO,AUTOR-EDITOR,OTROS,158
Argentina,2017,100 - Filosofía y psicología,NO TRADUCIDO,EDITORIAL COMERCIAL,OTROS,421
Argentina,2017,100 - Filosofía y psicología,NO TRADUCIDO,EDITORIAL UNIVERSITARIA,OTROS,63
Argentina,2017,100 - Filosofía y psicología,NO TRADUCIDO,ENTIDAD PRIVADA NO EDITORIAL,OTROS,66
Argentina,2017,100 - Filosofía y psicología,NO TRADUCIDO,TODOS,OTROS,784
Argentina,2017,100 - Filosofía y psicología,TRADUCIDO,AMBAS,OTROS,54
Argentina,2017,100 - Filosofía y psicología,TRADUCIDO,AUTOR-EDITOR,OTROS,4
Argentina,2017,100 - Filosofía y psicología,TRADUCIDO,EDITORIAL COMERCIAL,OTROS,49
Argentina,2017,100 - Filosofía y psicología,TRADUCIDO,ENTIDAD PRIVADA NO EDITORIAL,OTROS,4
Argentina,2017,100 - Filosofía y psicología,TRADUCIDO,TODOS,OTROS,85
Argentina,2017,200 - Religión,NO TRADUCIDO,AMBAS,OTROS,362
Argentina,2017,200 - Religión,NO TRADUCIDO,AUTOR-EDITOR,OTROS,111
Argentina,2017,200 - Religión,NO TRADUCIDO,EDITORIAL COMERCIAL,OTROS,342
Argentina,2017,200 - Religión,NO TRADUCIDO,ENTIDAD PRIVADA NO EDITORIAL,OTROS,116
Argentina,2017,200 - Religión,NO TRADUCIDO,TODOS,OTROS,682
Argentina,2017,200 - Religión,TRADUCIDO,AMBAS,OTROS,14
Argentina,2017,200 - Religión,TRADUCIDO,AUTOR-EDITOR,OTROS,1
Argentina,2017,200 - Religión,TRADUCIDO,EDITORIAL COMERCIAL,OTROS,10
Argentina,2017,200 - Religión,TRADUCIDO,ENTIDAD PRIVADA NO EDITORIAL,OTROS,8
Argentina,2017,200 - Religión,TRADUCIDO,TODOS,OTROS,47
Argentina,2017,300 - Ciencias sociales,NO TRADUCIDO,AMBAS,OTROS,4704
Argentina,2017,300 - Ciencias sociales,NO TRADUCIDO,AUTOR-EDITOR,OTROS,542
Argentina,2017,300 - Ciencias sociales,NO TRADUCIDO,EDITORIAL COMERCIAL,OTROS,4000
Argentina,2017,300 - Ciencias sociales,NO TRADUCIDO,EDITORIAL UNIVERSITARIA,OTROS,527
Argentina,2017,300 - Ciencias sociales,NO TRADUCIDO,ENTIDAD PRIVADA NO EDITORIAL,OTROS,425
Argentina,2017,300 - Ciencias sociales,NO TRADUCIDO,ENTIDAD PÚBLICA,OTROS,151
Argentina,2017,300 - Ciencias sociales,NO TRADUCIDO,OTROS,OTROS,14
Argentina,2017,300 - Ciencias sociales,NO TRADUCIDO,TODOS,OTROS,6133
Argentina,2017,300 - Ciencias sociales,TRADUCIDO,AMBAS,OTROS,142
Argentina,2017,300 - Ciencias sociales,TRADUCIDO,AUTOR-EDITOR,OTROS,4
Argentina,2017,300 - Ciencias sociales,TRADUCIDO,EDITORIAL COMERCIAL,OTROS,121
Argentina,2017,300 - Ciencias sociales,TRADUCIDO,EDITORIAL UNIVERSITARIA,OTROS,3
Argentina,2017,300 - Ciencias sociales,TRADUCIDO,TODOS,OTROS,163
Argentina,2017,400 - Lenguas,NO TRADUCIDO,AMBAS,OTROS,137
Argentina,2017,400 - Lenguas,NO TRADUCIDO,AUTOR-EDITOR,OTROS,17
Argentina,2017,400 - Lenguas,NO TRADUCIDO,EDITORIAL COMERCIAL,OTROS,69
Argentina,2017,400 - Lenguas,NO TRADUCIDO,EDITORIAL UNIVERSITARIA,OTROS,34
Argentina,2017,400 - Lenguas,NO TRADUCIDO,ENTIDAD PRIVADA NO EDITORIAL,OTROS,4
Argentina,2017,400 - Lenguas,NO TRADUCIDO,TODOS,OTROS,197
Argentina,2017,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,AMBAS,OTROS,420
Argentina,2017,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,AUTOR-EDITOR,OTROS,112
Argentina,2017,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,EDITORIAL COMERCIAL,OTROS,189
Argentina,2017,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,EDITORIAL UNIVERSITARIA,OTROS,166
Argentina,2017,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,ENTIDAD PRIVADA NO EDITORIAL,OTROS,57
Argentina,2017,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,ENTIDAD PÚBLICA,OTROS,19
Argentina,2017,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,TODOS,OTROS,732
Argentina,2017,500 - Ciencias naturales y matemáticas,TRADUCIDO,TODOS,OTROS,2
Argentina,2017,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,AMBAS,OTROS,1123
Argentina,2017,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,AUTOR-EDITOR,OTROS,264
Argentina,2017,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,EDITORIAL COMERCIAL,OTROS,899
Argentina,2017,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,EDITORIAL UNIVERSITARIA,OTROS,158
Argentina,2017,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,ENTIDAD PRIVADA NO EDITORIAL,OTROS,132
Argentina,2017,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,ENTIDAD PÚBLICA,OTROS,48
Argentina,2017,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,OTROS,OTROS,8
Argentina,2017,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,TODOS,OTROS,1784
Argentina,2017,600 - Tecnología (Ciencias aplicadas),TRADUCIDO,AMBAS,OTROS,27
Argentina,2017,600 - Tecnología (Ciencias aplicadas),TRADUCIDO,AUTOR-EDITOR,OTROS,1
Argentina,2017,600 - Tecnología (Ciencias aplicadas),TRADUCIDO,EDITORIAL COMERCIAL,OTROS,27
Argentina,2017,600 - Tecnología (Ciencias aplicadas),TRADUCIDO,TODOS,OTROS,37
Argentina,2017,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,AMBAS,OTROS,866
Argentina,2017,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,AUTOR-EDITOR,OTROS,319
Argentina,2017,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,EDITORIAL COMERCIAL,OTROS,665
Argentina,2017,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,EDITORIAL UNIVERSITARIA,OTROS,110
Argentina,2017,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,ENTIDAD PRIVADA NO EDITORIAL,OTROS,132
Argentina,2017,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,ENTIDAD PÚBLICA,OTROS,32
Argentina,2017,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,OTROS,OTROS,7
Argentina,2017,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,TODOS,OTROS,1515
Argentina,2017,700 - Las Artes Bellas artes y artes decorativas,TRADUCIDO,AMBAS,OTROS,20
Argentina,2017,700 - Las Artes Bellas artes y artes decorativas,TRADUCIDO,EDITORIAL COMERCIAL,OTROS,19
Argentina,2017,700 - Las Artes Bellas artes y artes decorativas,TRADUCIDO,TODOS,OTROS,26
Argentina,2017,800 - Literatura y retórica,NO TRADUCIDO,AMBAS,OTROS,4449
Argentina,2017,800 - Literatura y retórica,NO TRADUCIDO,AUTOR-EDITOR,OTROS,1515
Argentina,2017,800 - Literatura y retórica,NO TRADUCIDO,EDITORIAL COMERCIAL,OTROS,4251
Argentina,2017,800 - Literatura y retórica,NO TRADUCIDO,EDITORIAL UNIVERSITARIA,OTROS,122
Argentina,2017,800 - Literatura y retórica,NO TRADUCIDO,ENTIDAD PRIVADA NO EDITORIAL,OTROS,280
Argentina,2017,800 - Literatura y retórica,NO TRADUCIDO,ENTIDAD PÚBLICA,OTROS,59
Argentina,2017,800 - Literatura y retórica,NO TRADUCIDO,OTROS,OTROS,25
Argentina,2017,800 - Literatura y retórica,NO TRADUCIDO,TODOS,OTROS,6558
Argentina,2017,800 - Literatura y retórica,TRADUCIDO,AMBAS,OTROS,239
Argentina,2017,800 - Literatura y retórica,TRADUCIDO,AUTOR-EDITOR,OTROS,31
Argentina,2017,800 - Literatura y retórica,TRADUCIDO,EDITORIAL COMERCIAL,OTROS,233
Argentina,2017,800 - Literatura y retórica,TRADUCIDO,ENTIDAD PRIVADA NO EDITORIAL,OTROS,6
Argentina,2017,800 - Literatura y retórica,TRADUCIDO,TODOS,OTROS,320
Argentina,2017,900 - Geografía e historia,NO TRADUCIDO,AMBAS,OTROS,840
Argentina,2017,900 - Geografía e historia,NO TRADUCIDO,AUTOR-EDITOR,OTROS,378
Argentina,2017,900 - Geografía e historia,NO TRADUCIDO,EDITORIAL COMERCIAL,OTROS,678
Argentina,2017,900 - Geografía e historia,NO TRADUCIDO,EDITORIAL UNIVERSITARIA,OTROS,91
Argentina,2017,900 - Geografía e historia,NO TRADUCIDO,ENTIDAD PRIVADA NO EDITORIAL,OTROS,181
Argentina,2017,900 - Geografía e historia,NO TRADUCIDO,ENTIDAD PÚBLICA,OTROS,31
Argentina,2017,900 - Geografía e historia,NO TRADUCIDO,OTROS,OTROS,15
Argentina,2017,900 - Geografía e historia,NO TRADUCIDO,TODOS,OTROS,1551
Argentina,2017,900 - Geografía e historia,TRADUCIDO,AMBAS,OTROS,39
Argentina,2017,900 - Geografía e historia,TRADUCIDO,AUTOR-EDITOR,OTROS,6
Argentina,2017,900 - Geografía e historia,TRADUCIDO,EDITORIAL COMERCIAL,OTROS,33
Argentina,2017,900 - Geografía e historia,TRADUCIDO,TODOS,OTROS,54
Argentina,2017,SIN IDENTIFICAR,NO TRADUCIDO,AMBAS,OTROS,231
Argentina,2017,SIN IDENTIFICAR,NO TRADUCIDO,EDITORIAL COMERCIAL,OTROS,184
Argentina,2017,SIN IDENTIFICAR,NO TRADUCIDO,EDITORIAL UNIVERSITARIA,OTROS,9
Argentina,2017,SIN IDENTIFICAR,NO TRADUCIDO,TODOS,OTROS,238
Argentina,2017,SIN IDENTIFICAR,TRADUCIDO,AMBAS,OTROS,7
Argentina,2017,SIN IDENTIFICAR,TRADUCIDO,EDITORIAL COMERCIAL,OTROS,7
Argentina,2017,SIN IDENTIFICAR,TRADUCIDO,TODOS,OTROS,7
Argentina,2018,000 - Generalidades,NO TRADUCIDO,AMBAS,OTROS,19
Argentina,2018,000 - Generalidades,NO TRADUCIDO,AUTOR-EDITOR,OTROS,15
Argentina,2018,000 - Generalidades,NO TRADUCIDO,EDITORIAL COMERCIAL,OTROS,12
Argentina,2018,000 - Generalidades,NO TRADUCIDO,EDITORIAL UNIVERSITARIA,OTROS,2
Argentina,2018,000 - Generalidades,NO TRADUCIDO,ENTIDAD PÚBLICA,OTROS,1
Argentina,2018,000 - Generalidades,NO TRADUCIDO,TODOS,OTROS,53
Argentina,2018,100 - Filosofía y psicología,NO TRADUCIDO,AMBAS,OTROS,3410
Argentina,2018,100 - Filosofía y psicología,NO TRADUCIDO,AUTOR-EDITOR,OTROS,1034
Argentina,2018,100 - Filosofía y psicología,NO TRADUCIDO,EDITORIAL COMERCIAL,OTROS,3259
Argentina,2018,100 - Filosofía y psicología,NO TRADUCIDO,EDITORIAL UNIVERSITARIA,OTROS,82
Argentina,2018,100 - Filosofía y psicología,NO TRADUCIDO,ENTIDAD PRIVADA NO EDITORIAL,OTROS,131
Argentina,2018,100 - Filosofía y psicología,NO TRADUCIDO,ENTIDAD PÚBLICA,OTROS,44
Argentina,2018,100 - Filosofía y psicología,NO TRADUCIDO,OTROS,OTROS,16
Argentina,2018,100 - Filosofía y psicología,NO TRADUCIDO,TODOS,OTROS,4829
Argentina,2018,100 - Filosofía y psicología,TRADUCIDO,AMBAS,OTROS,148
Argentina,2018,100 - Filosofía y psicología,TRADUCIDO,AUTOR-EDITOR,OTROS,13
Argentina,2018,100 - Filosofía y psicología,TRADUCIDO,EDITORIAL COMERCIAL,OTROS,145
Argentina,2018,100 - Filosofía y psicología,TRADUCIDO,ENTIDAD PRIVADA NO EDITORIAL,OTROS,2
Argentina,2018,100 - Filosofía y psicología,TRADUCIDO,TODOS,OTROS,204
Argentina,2018,200 - Religión,NO TRADUCIDO,AMBAS,OTROS,1147
Argentina,2018,200 - Religión,NO TRADUCIDO,AUTOR-EDITOR,OTROS,557
Argentina,2018,200 - Religión,NO TRADUCIDO,EDITORIAL COMERCIAL,OTROS,988
Argentina,2018,200 - Religión,NO TRADUCIDO,EDITORIAL UNIVERSITARIA,OTROS,100
Argentina,2018,200 - Religión,NO TRADUCIDO,ENTIDAD PRIVADA NO EDITORIAL,OTROS,81
Argentina,2018,200 - Religión,NO TRADUCIDO,ENTIDAD PÚBLICA,OTROS,38
Argentina,2018,200 - Religión,NO TRADUCIDO,OTROS,OTROS,9
Argentina,2018,200 - Religión,NO TRADUCIDO,TODOS,OTROS,1950
Argentina,2018,200 - Religión,TRADUCIDO,AMBAS,OTROS,101
Argentina,2018,200 - Religión,TRADUCIDO,AUTOR-EDITOR,OTROS,12
Argentina,2018,200 - Religión,TRADUCIDO,EDITORIAL COMERCIAL,OTROS,95
Argentina,2018,200 - Religión,TRADUCIDO,TODOS,OTROS,136
Argentina,2018,300 - Ciencias sociales,NO TRADUCIDO,AMBAS,OTROS,631
Argentina,2018,300 - Ciencias sociales,NO TRADUCIDO,AUTOR-EDITOR,OTROS,188
Argentina,2018,300 - Ciencias sociales,NO TRADUCIDO,EDITORIAL COMERCIAL,OTROS,483
Argentina,2018,300 - Ciencias sociales,NO TRADUCIDO,EDITORIAL UNIVERSITARIA,OTROS,91
Argentina,2018,300 - Ciencias sociales,NO TRADUCIDO,ENTIDAD PRIVADA NO EDITORIAL,OTROS,115
Argentina,2018,300 - Ciencias sociales,NO TRADUCIDO,ENTIDAD PÚBLICA,OTROS,18
Argentina,2018,300 - Ciencias sociales,NO TRADUCIDO,OTROS,OTROS,3
Argentina,2018,300 - Ciencias sociales,NO TRADUCIDO,TODOS,OTROS,1047
Argentina,2018,300 - Ciencias sociales,TRADUCIDO,AMBAS,OTROS,45
Argentina,2018,300 - Ciencias sociales,TRADUCIDO,AUTOR-EDITOR,OTROS,2
Argentina,2018,300 - Ciencias sociales,TRADUCIDO,EDITORIAL COMERCIAL,OTROS,42
Argentina,2018,300 - Ciencias sociales,TRADUCIDO,ENTIDAD PRIVADA NO EDITORIAL,OTROS,3
Argentina,2018,300 - Ciencias sociales,TRADUCIDO,TODOS,OTROS,63
Argentina,2018,400 - Lenguas,NO TRADUCIDO,AMBAS,OTROS,423
Argentina,2018,400 - Lenguas,NO TRADUCIDO,AUTOR-EDITOR,OTROS,86
Argentina,2018,400 - Lenguas,NO TRADUCIDO,EDITORIAL COMERCIAL,OTROS,240
Argentina,2018,400 - Lenguas,NO TRADUCIDO,EDITORIAL UNIVERSITARIA,OTROS,105
Argentina,2018,400 - Lenguas,NO TRADUCIDO,ENTIDAD PRIVADA NO EDITORIAL,OTROS,42
Argentina,2018,400 - Lenguas,NO TRADUCIDO,ENTIDAD PÚBLICA,OTROS,14
Argentina,2018,400 - Lenguas,NO TRADUCIDO,TODOS,OTROS,640
Argentina,2018,400 - Lenguas,TRADUCIDO,AMBAS,OTROS,21
Argentina,2018,400 - Lenguas,TRADUCIDO,EDITORIAL COMERCIAL,OTROS,17
Argentina,2018,400 - Lenguas,TRADUCIDO,TODOS,OTROS,22
Argentina,2018,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,AMBAS,OTROS,271
Argentina,2018,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,AUTOR-EDITOR,OTROS,59
Argentina,2018,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,EDITORIAL COMERCIAL,OTROS,155
Argentina,2018,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,EDITORIAL UNIVERSITARIA,OTROS,69
Argentina,2018,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,ENTIDAD PRIVADA NO EDITORIAL,OTROS,32
Argentina,2018,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,ENTIDAD PÚBLICA,OTROS,6
Argentina,2018,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,TODOS,OTROS,435
Argentina,2018,500 - Ciencias naturales y matemáticas,TRADUCIDO,TODOS,OTROS,1
Argentina,2018,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,AMBAS,OTROS,534
Argentina,2018,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,AUTOR-EDITOR,OTROS,69
Argentina,2018,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,EDITORIAL COMERCIAL,OTROS,424
Argentina,2018,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,EDITORIAL UNIVERSITARIA,OTROS,74
Argentina,2018,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,ENTIDAD PRIVADA NO EDITORIAL,OTROS,36
Argentina,2018,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,ENTIDAD PÚBLICA,OTROS,14
Argentina,2018,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,TODOS,OTROS,789
Argentina,2018,600 - Tecnología (Ciencias aplicadas),TRADUCIDO,TODOS,OTROS,3
Argentina,2018,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,AMBAS,OTROS,251
Argentina,2018,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,AUTOR-EDITOR,OTROS,59
Argentina,2018,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,EDITORIAL COMERCIAL,OTROS,163
Argentina,2018,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,EDITORIAL UNIVERSITARIA,OTROS,57
Argentina,2018,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,ENTIDAD PRIVADA NO EDITORIAL,OTROS,28
Argentina,2018,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,TODOS,OTROS,387
Argentina,2018,700 - Las Artes Bellas artes y artes decorativas,TRADUCIDO,AMBAS,OTROS,10
Argentina,2018,700 - Las Artes Bellas artes y artes decorativas,TRADUCIDO,EDITORIAL COMERCIAL,OTROS,8
Argentina,2018,700 - Las Artes Bellas artes y artes decorativas,TRADUCIDO,TODOS,OTROS,14
Argentina,2018,800 - Literatura y retórica,NO TRADUCIDO,AMBAS,OTROS,147
Argentina,2018,800 - Literatura y retórica,NO TRADUCIDO,AUTOR-EDITOR,OTROS,68
Argentina,2018,800 - Literatura y retórica,NO TRADUCIDO,EDITORIAL COMERCIAL,OTROS,70
Argentina,2018,800 - Literatura y retórica,NO TRADUCIDO,EDITORIAL UNIVERSITARIA,OTROS,53
Argentina,2018,800 - Literatura y retórica,NO TRADUCIDO,ENTIDAD PRIVADA NO EDITORIAL,OTROS,34
Argentina,2018,800 - Literatura y retórica,NO TRADUCIDO,ENTIDAD PÚBLICA,OTROS,12
Argentina,2018,800 - Literatura y retórica,NO TRADUCIDO,TODOS,OTROS,327
Argentina,2018,900 - Geografía e historia,NO TRADUCIDO,AMBAS,OTROS,130
Argentina,2018,900 - Geografía e historia,NO TRADUCIDO,AUTOR-EDITOR,OTROS,64
Argentina,2018,900 - Geografía e historia,NO TRADUCIDO,EDITORIAL COMERCIAL,OTROS,72
Argentina,2018,900 - Geografía e historia,NO TRADUCIDO,EDITORIAL UNIVERSITARIA,OTROS,37
Argentina,2018,900 - Geografía e historia,NO TRADUCIDO,ENTIDAD PRIVADA NO EDITORIAL,OTROS,29
Argentina,2018,900 - Geografía e historia,NO TRADUCIDO,ENTIDAD PÚBLICA,OTROS,6
Argentina,2018,900 - Geografía e historia,NO TRADUCIDO,TODOS,OTROS,308
Argentina,2018,900 - Geografía e historia,TRADUCIDO,AMBAS,OTROS,2
Argentina,2018,900 - Geografía e historia,TRADUCIDO,EDITORIAL COMERCIAL,OTROS,2
Argentina,2018,900 - Geografía e historia,TRADUCIDO,TODOS,OTROS,6
Argentina,2018,SIN IDENTIFICAR,NO TRADUCIDO,AMBAS,OTROS,6693
Argentina,2018,SIN IDENTIFICAR,NO TRADUCIDO,AUTOR-EDITOR,OTROS,2272
Argentina,2018,SIN IDENTIFICAR,NO TRADUCIDO,EDITORIAL COMERCIAL,OTROS,5327
Argentina,2018,SIN IDENTIFICAR,NO TRADUCIDO,EDITORIAL UNIVERSITARIA,OTROS,945
Argentina,2018,SIN IDENTIFICAR,NO TRADUCIDO,ENTIDAD PRIVADA NO EDITORIAL,OTROS,700
Argentina,2018,SIN IDENTIFICAR,NO TRADUCIDO,ENTIDAD PÚBLICA,OTROS,212
Argentina,2018,SIN IDENTIFICAR,NO TRADUCIDO,OTROS,OTROS,55
Argentina,2018,SIN IDENTIFICAR,NO TRADUCIDO,TODOS,OTROS,10560
Argentina,2018,SIN IDENTIFICAR,TRADUCIDO,AMBAS,OTROS,274
Argentina,2018,SIN IDENTIFICAR,TRADUCIDO,AUTOR-EDITOR,OTROS,49
Argentina,2018,SIN IDENTIFICAR,TRADUCIDO,EDITORIAL COMERCIAL,OTROS,258
Argentina,2018,SIN IDENTIFICAR,TRADUCIDO,EDITORIAL UNIVERSITARIA,OTROS,6
Argentina,2018,SIN IDENTIFICAR,TRADUCIDO,ENTIDAD PRIVADA NO EDITORIAL,OTROS,25
Argentina,2018,SIN IDENTIFICAR,TRADUCIDO,TODOS,OTROS,398
Argentina,2019,000 - Generalidades,NO TRADUCIDO,AMBAS,OTROS,98
Argentina,2019,000 - Generalidades,NO TRADUCIDO,AUTOR-EDITOR,OTROS,23
Argentina,2019,000 - Generalidades,NO TRADUCIDO,EDITORIAL COMERCIAL,OTROS,53
Argentina,2019,000 - Generalidades,NO TRADUCIDO,EDITORIAL UNIVERSITARIA,OTROS,25
Argentina,2019,000 - Generalidades,NO TRADUCIDO,ENTIDAD PRIVADA NO EDITORIAL,OTROS,14
Argentina,2019,000 - Generalidades,NO TRADUCIDO,TODOS,OTROS,174
Argentina,2019,000 - Generalidades,TRADUCIDO,TODOS,OTROS,2
Argentina,2019,100 - Filosofía y psicología,NO TRADUCIDO,AMBAS,OTROS,345
Argentina,2019,100 - Filosofía y psicología,NO TRADUCIDO,AUTOR-EDITOR,OTROS,141
Argentina,2019,100 - Filosofía y psicología,NO TRADUCIDO,EDITORIAL COMERCIAL,OTROS,243
